experiment_name,experiment_id,id,trial,effort_level,effort_time,component,rt,rating,gender,age,nasa_tlx
effortratingclickstaskload,2347,27329,15,Low,11.2949,Mental,1.9741,2.197064345,Female,22,418
effortratingclickstaskload,2347,27329,15,Low,11.2949,Temporal,1.1808,2.752476128,Female,22,418
effortratingclickstaskload,2347,27329,15,Low,11.2949,Physical,0.5818,2.25412679,Female,22,418
effortratingclickstaskload,2347,27329,15,Low,11.2949,Effort,1.5046,2.309503038,Female,22,418
effortratingclickstaskload,2347,27329,16,High,58.4619,Pleasure,2.2414,1.035021973,Female,22,418
effortratingclickstaskload,2347,27329,16,High,58.4619,Performance,1.7069,1.138236491,Female,22,418
effortratingclickstaskload,2347,27329,16,High,58.4619,Effort,3.0374,20.5312066,Female,22,418
effortratingclickstaskload,2347,27329,16,High,58.4619,Mental,1.0083,20.77081163,Female,22,418
effortratingclickstaskload,2347,27329,16,High,58.4619,Physical,0.5531,20.10955078,Female,22,418
effortratingclickstaskload,2347,27329,16,High,58.4619,Frustration,0.9376,20.48175781,Female,22,418
effortratingclickstaskload,2347,27329,16,High,58.4619,Temporal,1.6704,20.2924197,Female,22,418
effortratingclickstaskload,2347,27329,17,Low,9.2001,Temporal,2.207,1.302417806,Female,22,418
effortratingclickstaskload,2347,27329,17,Low,9.2001,Pleasure,2.6601,13.5991352,Female,22,418
effortratingclickstaskload,2347,27329,17,Low,9.2001,Performance,1.8989,1.251422526,Female,22,418
effortratingclickstaskload,2347,27329,17,Low,9.2001,Mental,0.6902,1.898609755,Female,22,418
effortratingclickstaskload,2347,27329,17,Low,9.2001,Frustration,0.6643,2.243463813,Female,22,418
effortratingclickstaskload,2347,27329,17,Low,9.2001,Effort,0.5897,2.486929525,Female,22,418
effortratingclickstaskload,2347,27329,17,Low,9.2001,Physical,0.5897,2.618390842,Female,22,418
effortratingclickstaskload,2347,27329,18,Medium,28.0636,Pleasure,1.7048,1.072109646,Female,22,418
effortratingclickstaskload,2347,27329,18,Medium,28.0636,Temporal,4.222,9.343372396,Female,22,418
effortratingclickstaskload,2347,27329,18,Medium,28.0636,Effort,2.0642,13.15102973,Female,22,418
effortratingclickstaskload,2347,27329,18,Medium,28.0636,Frustration,1.41,14.91465929,Female,22,418
effortratingclickstaskload,2347,27329,18,Medium,28.0636,Performance,2.1395,1.133133409,Female,22,418
effortratingclickstaskload,2347,27329,18,Medium,28.0636,Physical,0.9583,16.44412326,Female,22,418
effortratingclickstaskload,2347,27329,18,Medium,28.0636,Mental,0.646,16.24649523,Female,22,418
effortratingclickstaskload,2347,28821,1,Low,18.19415,Physical,3.88435,1.040833333,Female,22,182
effortratingclickstaskload,2347,28821,1,Low,18.19415,Mental,5.105265,1.958541667,Female,22,182
effortratingclickstaskload,2347,28821,1,Low,18.19415,Pleasure,5.072715,11.00548611,Female,22,182
effortratingclickstaskload,2347,28821,1,Low,18.19415,Frustration,3.29258,2.072569444,Female,22,182
effortratingclickstaskload,2347,28821,1,Low,18.19415,Effort,3.223315,1.082986111,Female,22,182
effortratingclickstaskload,2347,28821,1,Low,18.19415,Temporal,3.39257,3.003402778,Female,22,182
effortratingclickstaskload,2347,28821,1,Low,18.19415,Performance,5.93694,1.063611111,Female,22,182
effortratingclickstaskload,2347,28821,2,Medium,29.131705,Frustration,3.224735,1.990625,Female,22,182
effortratingclickstaskload,2347,28821,2,Medium,29.131705,Effort,3.808085,1.914652778,Female,22,182
effortratingclickstaskload,2347,28821,2,Medium,29.131705,Physical,1.673895,1.118125,Female,22,182
effortratingclickstaskload,2347,28821,2,Medium,29.131705,Temporal,2.97515,3.013333333,Female,22,182
effortratingclickstaskload,2347,28821,2,Medium,29.131705,Mental,2.123755,1.980625,Female,22,182
effortratingclickstaskload,2347,28821,2,Medium,29.131705,Performance,4.85843,1.017569444,Female,22,182
effortratingclickstaskload,2347,28821,2,Medium,29.131705,Pleasure,4.875385,10.94902778,Female,22,182
effortratingclickstaskload,2347,28821,3,High,54.96552,Mental,4.27817,1.025277778,Female,22,182
effortratingclickstaskload,2347,28821,3,High,54.96552,Frustration,2.71165,1.996041667,Female,22,182
effortratingclickstaskload,2347,28821,3,High,54.96552,Pleasure,3.539385,7.072986111,Female,22,182
effortratingclickstaskload,2347,28821,3,High,54.96552,Temporal,2.174825,3.040138889,Female,22,182
effortratingclickstaskload,2347,28821,3,High,54.96552,Physical,1.689995,1.035763889,Female,22,182
effortratingclickstaskload,2347,28821,3,High,54.96552,Performance,2.35722,1.136527778,Female,22,182
effortratingclickstaskload,2347,28821,3,High,54.96552,Effort,2.62404,3.016875,Female,22,182
effortratingclickstaskload,2347,28821,4,Low,10.765755,Physical,1.69083,1.0125,Female,22,182
effortratingclickstaskload,2347,28821,4,Low,10.765755,Pleasure,2.09477,13.93777778,Female,22,182
effortratingclickstaskload,2347,28821,4,Low,10.765755,Temporal,1.69029,1.993194444,Female,22,182
effortratingclickstaskload,2347,28821,4,Low,10.765755,Mental,1.892475,1.012152778,Female,22,182
effortratingclickstaskload,2347,28821,4,Low,10.765755,Frustration,1.77337,1.126388889,Female,22,182
effortratingclickstaskload,2347,28821,4,Low,10.765755,Performance,4.00671,1.008611111,Female,22,182
effortratingclickstaskload,2347,28821,4,Low,10.765755,Effort,3.473085,1.182430556,Female,22,182
effortratingclickstaskload,2347,28821,5,High,53.615705,Frustration,10.822815,4.970486111,Female,22,182
effortratingclickstaskload,2347,28821,5,High,53.615705,Temporal,2.19146,2.969375,Female,22,182
effortratingclickstaskload,2347,28821,5,High,53.615705,Mental,3.17604,1.009513889,Female,22,182
effortratingclickstaskload,2347,28821,5,High,53.615705,Pleasure,2.259295,7.034722222,Female,22,182
effortratingclickstaskload,2347,28821,5,High,53.615705,Effort,2.65731,2.926736111,Female,22,182
effortratingclickstaskload,2347,28821,5,High,53.615705,Physical,2.80766,1.025138889,Female,22,182
effortratingclickstaskload,2347,28821,5,High,53.615705,Performance,2.26015,1.074375,Female,22,182
effortratingclickstaskload,2347,28821,6,Medium,26.18411,Pleasure,2.52238,10.90840278,Female,22,182
effortratingclickstaskload,2347,28821,6,Medium,26.18411,Physical,1.82555,1.040763889,Female,22,182
effortratingclickstaskload,2347,28821,6,Medium,26.18411,Performance,5.208295,1.029791667,Female,22,182
effortratingclickstaskload,2347,28821,6,Medium,26.18411,Mental,1.840305,1.073680556,Female,22,182
effortratingclickstaskload,2347,28821,6,Medium,26.18411,Frustration,2.907185,1.991388889,Female,22,182
effortratingclickstaskload,2347,28821,6,Medium,26.18411,Effort,4.743435,2.089513889,Female,22,182
effortratingclickstaskload,2347,28821,6,Medium,26.18411,Temporal,1.475825,1.843819444,Female,22,182
effortratingclickstaskload,2347,28821,7,High,52.2476,Physical,2.07646,1.025763889,Female,22,182
effortratingclickstaskload,2347,28821,7,High,52.2476,Performance,2.99152,1.139097222,Female,22,182
effortratingclickstaskload,2347,28821,7,High,52.2476,Temporal,1.5615,2.069791667,Female,22,182
effortratingclickstaskload,2347,28821,7,High,52.2476,Frustration,3.628285,4.133819444,Female,22,182
effortratingclickstaskload,2347,28821,7,High,52.2476,Effort,2.030135,1.070208333,Female,22,182
effortratingclickstaskload,2347,28821,7,High,52.2476,Mental,9.45566,1.080277778,Female,22,182
effortratingclickstaskload,2347,28821,7,High,52.2476,Pleasure,2.273345,7.076597222,Female,22,182
effortratingclickstaskload,2347,28821,8,Medium,23.799345,Frustration,1.753165,1.050138889,Female,22,182
effortratingclickstaskload,2347,28821,8,Medium,23.799345,Pleasure,2.723785,8.954027778,Female,22,182
effortratingclickstaskload,2347,28821,8,Medium,23.799345,Physical,3.97413,1.024652778,Female,22,182
effortratingclickstaskload,2347,28821,8,Medium,23.799345,Temporal,5.526375,5.066805556,Female,22,182
effortratingclickstaskload,2347,28821,8,Medium,23.799345,Effort,2.533475,1.037916667,Female,22,182
effortratingclickstaskload,2347,28821,8,Medium,23.799345,Performance,3.30742,1.005625,Female,22,182
effortratingclickstaskload,2347,28821,8,Medium,23.799345,Mental,2.140415,1.01125,Female,22,182
effortratingclickstaskload,2347,28821,9,Low,9.148365,Effort,2.49172,1.0276388890000001,Female,22,182
effortratingclickstaskload,2347,28821,9,Low,9.148365,Pleasure,2.394625,17.09243056,Female,22,182
effortratingclickstaskload,2347,28821,9,Low,9.148365,Frustration,1.871905,1.051041667,Female,22,182
effortratingclickstaskload,2347,28821,9,Low,9.148365,Physical,2.25939,1.086388889,Female,22,182
effortratingclickstaskload,2347,28821,9,Low,9.148365,Performance,3.128545,1.015416667,Female,22,182
effortratingclickstaskload,2347,28821,9,Low,9.148365,Temporal,3.99358,5.067986111,Female,22,182
effortratingclickstaskload,2347,28821,9,Low,9.148365,Mental,16.30895,1.011388889,Female,22,182
effortratingclickstaskload,2347,28821,10,Medium,24.28159,Pleasure,2.890585,7.037152778,Female,22,182
effortratingclickstaskload,2347,28821,10,Medium,24.28159,Performance,1.591125,1.063819444,Female,22,182
effortratingclickstaskload,2347,28821,10,Medium,24.28159,Mental,1.753835,1.013333333,Female,22,182
effortratingclickstaskload,2347,28821,10,Medium,24.28159,Temporal,2.25751,6.955763889,Female,22,182
effortratingclickstaskload,2347,28821,10,Medium,24.28159,Physical,1.691155,1.014444444,Female,22,182
effortratingclickstaskload,2347,28821,10,Medium,24.28159,Frustration,2.50764,4.071666667,Female,22,182
effortratingclickstaskload,2347,28821,10,Medium,24.28159,Effort,3.29354,1.958819444,Female,22,182
effortratingclickstaskload,2347,28821,11,Low,10.097425,Physical,1.70762,1.122777778,Female,22,182
effortratingclickstaskload,2347,28821,11,Low,10.097425,Temporal,1.458415,14.08090278,Female,22,182
effortratingclickstaskload,2347,28821,11,Low,10.097425,Mental,1.35785,1.057847222,Female,22,182
effortratingclickstaskload,2347,28821,11,Low,10.097425,Performance,2.625175,1.017430556,Female,22,182
effortratingclickstaskload,2347,28821,11,Low,10.097425,Pleasure,3.340845,13.98,Female,22,182
effortratingclickstaskload,2347,28821,11,Low,10.097425,Effort,2.42503,1.059027778,Female,22,182
effortratingclickstaskload,2347,28821,11,Low,10.097425,Frustration,1.80743,1.012291667,Female,22,182
effortratingclickstaskload,2347,28821,12,High,50.68313,Frustration,4.734855,10.94645833,Female,22,182
effortratingclickstaskload,2347,28821,12,High,50.68313,Effort,2.189665,1.967847222,Female,22,182
effortratingclickstaskload,2347,28821,12,High,50.68313,Performance,3.34263,1.054444444,Female,22,182
effortratingclickstaskload,2347,28821,12,High,50.68313,Pleasure,1.823755,4.01,Female,22,182
effortratingclickstaskload,2347,28821,12,High,50.68313,Mental,1.97118,1.078472222,Female,22,182
effortratingclickstaskload,2347,28821,12,High,50.68313,Physical,1.58938,1.103055556,Female,22,182
effortratingclickstaskload,2347,28821,12,High,50.68313,Temporal,2.40369,3.095694444,Female,22,182
effortratingclickstaskload,2347,28821,13,Medium,24.08076,Temporal,2.15371,5.039930556,Female,22,182
effortratingclickstaskload,2347,28821,13,Medium,24.08076,Physical,2.71045,1.1525,Female,22,182
effortratingclickstaskload,2347,28821,13,Medium,24.08076,Mental,1.73019,1.128958333,Female,22,182
effortratingclickstaskload,2347,28821,13,Medium,24.08076,Pleasure,2.67564,11.15791667,Female,22,182
effortratingclickstaskload,2347,28821,13,Medium,24.08076,Frustration,2.49274,2.118680556,Female,22,182
effortratingclickstaskload,2347,28821,13,Medium,24.08076,Performance,1.878455,1.063819444,Female,22,182
effortratingclickstaskload,2347,28821,13,Medium,24.08076,Effort,1.563,1.083611111,Female,22,182
effortratingclickstaskload,2347,28821,14,High,54.93282,Effort,2.610855,4.070902778,Female,22,182
effortratingclickstaskload,2347,28821,14,High,54.93282,Performance,1.774065,1.014027778,Female,22,182
effortratingclickstaskload,2347,28821,14,High,54.93282,Mental,1.94297,1.290694444,Female,22,182
effortratingclickstaskload,2347,28821,14,High,54.93282,Physical,1.724315,1.018888889,Female,22,182
effortratingclickstaskload,2347,28821,14,High,54.93282,Frustration,3.022735,6.929791667,Female,22,182
effortratingclickstaskload,2347,28821,14,High,54.93282,Temporal,1.89192,2.99125,Female,22,182
effortratingclickstaskload,2347,28821,14,High,54.93282,Pleasure,2.509675,6.068680556,Female,22,182
effortratingclickstaskload,2347,28821,15,Low,9.147935,Mental,2.66524,1.111875,Female,22,182
effortratingclickstaskload,2347,28821,15,Low,9.147935,Performance,1.75679,1.114583333,Female,22,182
effortratingclickstaskload,2347,28821,15,Low,9.147935,Physical,1.80678,1.007986111,Female,22,182
effortratingclickstaskload,2347,28821,15,Low,9.147935,Pleasure,1.874035,17.78388889,Female,22,182
effortratingclickstaskload,2347,28821,15,Low,9.147935,Frustration,1.82375,1.055069444,Female,22,182
effortratingclickstaskload,2347,28821,15,Low,9.147935,Temporal,1.88771,15.02555556,Female,22,182
effortratingclickstaskload,2347,28821,15,Low,9.147935,Effort,4.237055,1.050277778,Female,22,182
effortratingclickstaskload,2347,28821,16,High,54.34871,Pleasure,2.274455,4.997916667,Female,22,182
effortratingclickstaskload,2347,28821,16,High,54.34871,Performance,2.65935,1.378055556,Female,22,182
effortratingclickstaskload,2347,28821,16,High,54.34871,Temporal,2.658635,1.991180556,Female,22,182
effortratingclickstaskload,2347,28821,16,High,54.34871,Effort,1.927555,1.061666667,Female,22,182
effortratingclickstaskload,2347,28821,16,High,54.34871,Physical,1.43859,1.001458333,Female,22,182
effortratingclickstaskload,2347,28821,16,High,54.34871,Mental,1.72903,1.083194444,Female,22,182
effortratingclickstaskload,2347,28821,16,High,54.34871,Frustration,3.02516,6.104930556,Female,22,182
effortratingclickstaskload,2347,28821,17,Low,9.430475,Physical,2.42373,1.060625,Female,22,182
effortratingclickstaskload,2347,28821,17,Low,9.430475,Effort,3.02704,1.081180556,Female,22,182
effortratingclickstaskload,2347,28821,17,Low,9.430475,Mental,2.004235,1.020486111,Female,22,182
effortratingclickstaskload,2347,28821,17,Low,9.430475,Frustration,1.72286,1.032916667,Female,22,182
effortratingclickstaskload,2347,28821,17,Low,9.430475,Performance,1.844255,1.023263889,Female,22,182
effortratingclickstaskload,2347,28821,17,Low,9.430475,Temporal,2.55413,13.93631944,Female,22,182
effortratingclickstaskload,2347,28821,17,Low,9.430475,Pleasure,3.20749,10.02770833,Female,22,182
effortratingclickstaskload,2347,28821,18,Medium,25.59863,Effort,2.424405,2.005555556,Female,22,182
effortratingclickstaskload,2347,28821,18,Medium,25.59863,Pleasure,3.70801,7.947083333,Female,22,182
effortratingclickstaskload,2347,28821,18,Medium,25.59863,Mental,2.956055,1.047013889,Female,22,182
effortratingclickstaskload,2347,28821,18,Medium,25.59863,Temporal,1.99354,3.989930556,Female,22,182
effortratingclickstaskload,2347,28821,18,Medium,25.59863,Frustration,2.67432,3.981458333,Female,22,182
effortratingclickstaskload,2347,28821,18,Medium,25.59863,Physical,1.578555,1.056875,Female,22,182
effortratingclickstaskload,2347,28821,18,Medium,25.59863,Performance,1.821,1.087638889,Female,22,182
effortratingclickstaskload,2347,30445,1,Low,13.9748,Effort,5.5233,5.058355438,Female,21,214
effortratingclickstaskload,2347,30445,1,Low,13.9748,Frustration,5.8344,3.055172543,Female,21,214
effortratingclickstaskload,2347,30445,1,Low,13.9748,Physical,5.4864,5.007427185,Female,21,214
effortratingclickstaskload,2347,30445,1,Low,13.9748,Pleasure,2.957,17.04350236,Female,21,214
effortratingclickstaskload,2347,30445,1,Low,13.9748,Mental,1.9672,1.74801061,Female,21,214
effortratingclickstaskload,2347,30445,1,Low,13.9748,Performance,3.0447,1.883819499,Female,21,214
effortratingclickstaskload,2347,30445,1,Low,13.9748,Temporal,4.9675,6.840848806,Female,21,214
effortratingclickstaskload,2347,30445,2,Medium,32.1889,Frustration,1.7941,1.917771883,Female,21,214
effortratingclickstaskload,2347,30445,2,Medium,32.1889,Physical,3.2195,7.129443748,Female,21,214
effortratingclickstaskload,2347,30445,2,Medium,32.1889,Effort,2.002,8.996817753,Female,21,214
effortratingclickstaskload,2347,30445,2,Medium,32.1889,Temporal,2.7734,6.110876109,Female,21,214
effortratingclickstaskload,2347,30445,2,Medium,32.1889,Mental,1.9355,1.900796015,Female,21,214
effortratingclickstaskload,2347,30445,2,Medium,32.1889,Performance,7.7116,4.294429708,Female,21,214
effortratingclickstaskload,2347,30445,2,Medium,32.1889,Pleasure,4.1356,14.19151245,Female,21,214
effortratingclickstaskload,2347,30445,3,High,66.3396,Frustration,4.9619,9.930504756,Female,21,214
effortratingclickstaskload,2347,30445,3,High,66.3396,Effort,2.211,13.20689655,Female,21,214
effortratingclickstaskload,2347,30445,3,High,66.3396,Performance,2.3684,2.834483018,Female,21,214
effortratingclickstaskload,2347,30445,3,High,66.3396,Pleasure,3.3432,8.945888853,Female,21,214
effortratingclickstaskload,2347,30445,3,High,66.3396,Mental,4.3253,2.834483018,Female,21,214
effortratingclickstaskload,2347,30445,3,High,66.3396,Physical,3.8809,12.00159177,Female,21,214
effortratingclickstaskload,2347,30445,3,High,66.3396,Temporal,3.4372,2.155437925,Female,21,214
effortratingclickstaskload,2347,30445,4,Low,13.2093,Frustration,1.3562,1.153846154,Female,21,214
effortratingclickstaskload,2347,30445,4,Low,13.2093,Performance,1.6778,1.442440448,Female,21,214
effortratingclickstaskload,2347,30445,4,Low,13.2093,Physical,1.5745,1.900796015,Female,21,214
effortratingclickstaskload,2347,30445,4,Low,13.2093,Pleasure,2.527,19.725731,Female,21,214
effortratingclickstaskload,2347,30445,4,Low,13.2093,Mental,1.4366,2.070557288,Female,21,214
effortratingclickstaskload,2347,30445,4,Low,13.2093,Effort,5.9685,1.629177589,Female,21,214
effortratingclickstaskload,2347,30445,4,Low,13.2093,Temporal,3.51,9.251459663,Female,21,214
effortratingclickstaskload,2347,30445,5,High,61.6107,Frustration,4.2868,6.059947209,Female,21,214
