experiment_name,id,trial,effort_level,effort_time,scale_first,scale_type,rt,rating,gender,age,nasa_tlx
effortratingclicks,43490,3,High,57.0007,LikingValue,Value,3.6738,1.897800926,Female,18,187
effortratingclicks,43490,4,Low,12.9478,Liking,Liking,1.5582,2.721898148,Female,18,187
effortratingclicks,43490,4,Low,12.9478,LikingValue,Value,1.4083,2.916041667,Female,18,187
effortratingclicks,43490,5,High,56.9343,Value,Value,3.5513,1.686435185,Female,18,187
effortratingclicks,43490,5,High,56.9343,ValueLiking,Liking,3.9166,1.522037037,Female,18,187
effortratingclicks,43490,6,Medium,24.066,Liking,Liking,4.5437,2.998935185,Female,18,187
effortratingclicks,43490,6,Medium,24.066,LikingValue,Value,3.3776,3.442407407,Female,18,187
effortratingclicks,43490,7,High,53.2944,Liking,Liking,3.0845,2.135162037,Female,18,187
effortratingclicks,43490,7,High,53.2944,LikingValue,Value,3.0482,2.571759259,Female,18,187
effortratingclicks,43490,8,Medium,52.1174,Liking,Liking,7.9216,1.948819444,Female,18,187
effortratingclicks,43490,8,Medium,52.1174,LikingValue,Value,1.7921,1.827106481,Female,18,187
effortratingclicks,43490,9,Low,22.2156,Value,Value,4.5048,3.597893519,Female,18,187
effortratingclicks,43490,9,Low,22.2156,ValueLiking,Liking,0.655,3.852615741,Female,18,187
effortratingclicks,43490,10,Medium,48.1008,Value,Value,4.034,1.836527778,Female,18,187
effortratingclicks,43490,10,Medium,48.1008,ValueLiking,Liking,0.6874,1.761203704,Female,18,187
effortratingclicks,43490,11,Low,14.7994,Value,Value,4.5009,4.046967593,Female,18,187
effortratingclicks,43490,11,Low,14.7994,ValueLiking,Liking,1.1766,3.956828704,Female,18,187
effortratingclicks,43490,12,High,70.268,Liking,Liking,1.7371,1.416342593,Female,18,187
effortratingclicks,43490,12,High,70.268,LikingValue,Value,1.8583,1.552384259,Female,18,187
effortratingclicks,43490,13,Medium,39.2669,Value,Value,3.5576,2.163726852,Female,18,187
effortratingclicks,43490,13,Medium,39.2669,ValueLiking,Liking,1.4409,2.300972222,Female,18,187
effortratingclicks,43490,14,High,63.1668,Value,Value,2.4177,1.154837963,Female,18,187
effortratingclicks,43490,14,High,63.1668,ValueLiking,Liking,1.1368,1.808935185,Female,18,187
effortratingclicks,43490,15,Low,9.1981,Value,Value,2.5518,2.943541667,Female,18,187
effortratingclicks,43490,15,Low,9.1981,ValueLiking,Liking,0.6884,2.874722222,Female,18,187
effortratingclicks,43490,16,High,60.332,Value,Value,2.6232,1.884976852,Female,18,187
effortratingclicks,43490,16,High,60.332,ValueLiking,Liking,0.5693,1.836435185,Female,18,187
effortratingclicks,43490,17,Low,10.1668,Value,Value,4.1371,3.088078704,Female,18,187
effortratingclicks,43490,17,Low,10.1668,ValueLiking,Liking,2.1073,3.629722222,Female,18,187
effortratingclicks,43490,18,Medium,24.2333,Value,Value,5.9277,2.099421296,Female,18,187
effortratingclicks,43490,18,Medium,24.2333,ValueLiking,Liking,0.7289,2.119699074,Female,18,187
effortratingclicks,35186,1,Low,12.3048,Liking,Liking,6.8584,2.021345727,Male,20,271
effortratingclicks,35186,1,Low,12.3048,LikingValue,Value,6.3664,1.055759307,Male,20,271
effortratingclicks,35186,2,Medium,27.168,Value,Value,5.4782,1.029822531,Male,20,271
effortratingclicks,35186,2,Medium,27.168,ValueLiking,Liking,2.3262,3.01206115,Male,20,271
effortratingclicks,35186,3,High,58.3147,Liking,Liking,2.9372,2.993255691,Male,20,271
effortratingclicks,35186,3,High,58.3147,LikingValue,Value,2.9406,2.973984857,Male,20,271
effortratingclicks,35186,4,Low,8.5851,Liking,Liking,2.7152,1.991382137,Male,20,271
effortratingclicks,35186,4,Low,8.5851,LikingValue,Value,1.7543,1.499778164,Male,20,271
effortratingclicks,35186,5,High,55.7256,Liking,Liking,4.4128,1.271443383,Male,20,271
effortratingclicks,35186,5,High,55.7256,LikingValue,Value,1.9023,1.199014395,Male,20,271
effortratingclicks,35186,6,Medium,27.2193,Value,Value,4.7131,3.001034433,Male,20,271
effortratingclicks,35186,6,Medium,27.2193,ValueLiking,Liking,5.9154,3.992962722,Male,20,271
effortratingclicks,35186,7,High,55.2438,Liking,Liking,5.3334,1.129067805,Male,20,271
effortratingclicks,35186,7,High,55.2438,LikingValue,Value,2.648,1.005392192,Male,20,271
effortratingclicks,35186,8,Medium,27.7148,Value,Value,2.8987,2.983567226,Male,20,271
effortratingclicks,35186,8,Medium,27.7148,ValueLiking,Liking,1.1724,1.979429495,Male,20,271
effortratingclicks,35186,9,Low,9.8123,Liking,Liking,2.6188,3.590253665,Male,20,271
effortratingclicks,35186,9,Low,9.8123,LikingValue,Value,4.7013,3.509372589,Male,20,271
effortratingclicks,35186,10,Medium,27.4594,Liking,Liking,3.0772,4.226249035,Male,20,271
effortratingclicks,35186,10,Medium,27.4594,LikingValue,Value,1.1131,2.854834587,Male,20,271
effortratingclicks,35186,11,Low,10.0792,Value,Value,3.2751,3.005819589,Male,20,271
effortratingclicks,35186,11,Low,10.0792,ValueLiking,Liking,0.7944,3.31848235,Male,20,271
effortratingclicks,35186,12,High,59.2699,Value,Value,2.5825,4.506951678,Male,20,271
effortratingclicks,35186,12,High,59.2699,ValueLiking,Liking,4.89,4.743353347,Male,20,271
effortratingclicks,35186,13,Medium,32.1809,Value,Value,9.2643,2.002649981,Male,20,271
effortratingclicks,35186,13,Medium,32.1809,ValueLiking,Liking,0.9688,2.616877652,Male,20,271
effortratingclicks,35186,14,High,62.9259,Value,Value,5.4206,1.294593943,Male,20,271
effortratingclicks,35186,14,High,62.9259,ValueLiking,Liking,5.4349,1.482922213,Male,20,271
effortratingclicks,35186,15,Low,9.7324,Liking,Liking,2.2204,4.000915075,Male,20,271
effortratingclicks,35186,15,Low,9.7324,LikingValue,Value,1.9395,2.511379967,Male,20,271
effortratingclicks,35186,16,High,50.4817,Liking,Liking,3.7023,4.499632282,Male,20,271
effortratingclicks,35186,16,High,50.4817,LikingValue,Value,4.633,1.468706597,Male,20,271
effortratingclicks,35186,17,Low,10.8675,Liking,Liking,7.2456,3.397466966,Male,20,271
effortratingclicks,35186,17,Low,10.8675,LikingValue,Value,1.008,2.446591676,Male,20,271
effortratingclicks,35186,18,Medium,28.0739,Value,Value,5.3919,4.033402054,Male,20,271
effortratingclicks,35186,18,Medium,28.0739,ValueLiking,Liking,1.1762,4.999512924,Male,20,271
effortratingclicks,38665,1,Low,20.0038,Liking,Liking,4.2717,1.133333371,Male,19,319
effortratingclicks,38665,1,Low,20.0038,LikingValue,Value,3.2886,2.733333258,Male,19,319
effortratingclicks,38665,2,Medium,46.1802,Value,Value,6.46,1.232098803,Male,19,319
effortratingclicks,38665,2,Medium,46.1802,ValueLiking,Liking,3.0631,3.024691358,Male,19,319
effortratingclicks,38665,3,High,64.8785,Value,Value,4.8019,2.362962888,Male,19,319
effortratingclicks,38665,3,High,64.8785,ValueLiking,Liking,2.6627,3.439506248,Male,19,319
effortratingclicks,38665,4,Low,13.3515,Value,Value,3.4885,3.977777928,Male,19,319
effortratingclicks,38665,4,Low,13.3515,ValueLiking,Liking,6.1213,4.308641975,Male,19,319
effortratingclicks,38665,5,High,122.9349,Liking,Liking,3.0447,4.944781474,Male,19,319
effortratingclicks,38665,5,High,122.9349,LikingValue,Value,1.6416,2.98383863,Male,19,319
effortratingclicks,38665,6,Medium,32.881100000000004,Value,Value,1.7082,1,Male,19,319
effortratingclicks,38665,6,Medium,32.881100000000004,ValueLiking,Liking,1.4367,1.022895582,Male,19,319
effortratingclicks,38665,7,High,78.6435,Value,Value,3.0859,3.527946292,Male,19,319
effortratingclicks,38665,7,High,78.6435,ValueLiking,Liking,1.2043,4.826263119,Male,19,319
effortratingclicks,38665,8,Medium,36.583,Value,Value,2.1735,4.842424078,Male,19,319
effortratingclicks,38665,8,Medium,36.583,ValueLiking,Liking,0.91,1.410774411,Male,19,319
effortratingclicks,38665,9,Low,16.2594,Liking,Liking,4.2886,1.071380512,Male,19,319
effortratingclicks,38665,9,Low,16.2594,LikingValue,Value,0.4164,3.781144781,Male,19,319
effortratingclicks,38665,10,Medium,28.0648,Value,Value,2.3328,3.527946292,Male,19,319
effortratingclicks,38665,10,Medium,28.0648,ValueLiking,Liking,4.7738,5,Male,19,319
effortratingclicks,38665,11,Low,13.1725,Liking,Liking,1.9901,3.03232315,Male,19,319
effortratingclicks,38665,11,Low,13.1725,LikingValue,Value,3.3102,2.768350415,Male,19,319
effortratingclicks,38665,12,High,56.0303,Liking,Liking,2.6484,4.492256139,Male,19,319
effortratingclicks,38665,12,High,56.0303,LikingValue,Value,0.6207,3.312458077,Male,19,319
effortratingclicks,38665,13,Medium,31.7811,Value,Value,2.937,4.939393939,Male,19,319
effortratingclicks,38665,13,Medium,31.7811,ValueLiking,Liking,0.2615,1.99797988,Male,19,319
effortratingclicks,38665,14,High,55.5945,Value,Value,3.3784,3.840403958,Male,19,319
effortratingclicks,38665,14,High,55.5945,ValueLiking,Liking,2.6731,5,Male,19,319
effortratingclicks,38665,15,Low,16.6987,Value,Value,6.4611,4.750841751,Male,19,319
effortratingclicks,38665,15,Low,16.6987,ValueLiking,Liking,4.643,3.597979716,Male,19,319
effortratingclicks,38665,16,High,83.7193,Liking,Liking,2.3438,4.917845447,Male,19,319
effortratingclicks,38665,16,High,83.7193,LikingValue,Value,1.9563,1.049831609,Male,19,319
effortratingclicks,38665,17,Low,9.7518,Value,Value,0.9136,4.372839657,Male,19,319
effortratingclicks,38665,17,Low,9.7518,ValueLiking,Liking,0.6487,1.320987654,Male,19,319
effortratingclicks,38665,18,Medium,28.8693,Value,Value,2.6138,2.535802394,Male,19,319
effortratingclicks,38665,18,Medium,28.8693,ValueLiking,Liking,1.0388,4.866666817,Male,19,319
effortratingclicks,44157,1,Low,13.2673,Liking,Liking,5.7955,3.969375,Female,20,92
effortratingclicks,44157,1,Low,13.2673,LikingValue,Value,5.0936,2.911666667,Female,20,92
effortratingclicks,44157,2,Medium,34.4131,Liking,Liking,6.6805,1.015648148,Female,20,92
effortratingclicks,44157,2,Medium,34.4131,LikingValue,Value,2.9936,1.952476852,Female,20,92
effortratingclicks,44157,3,High,74.448,Value,Value,2.4574,1.027476852,Female,20,92
effortratingclicks,44157,3,High,74.448,ValueLiking,Liking,1.5841,1.01462963,Female,20,92
effortratingclicks,44157,4,Low,17.0318,Liking,Liking,2.7818,4.954143519,Female,20,92
effortratingclicks,44157,4,Low,17.0318,LikingValue,Value,1.9582,4.022222222,Female,20,92
effortratingclicks,44157,5,High,65.1506,Liking,Liking,1.1649,1.977638889,Female,20,92
effortratingclicks,44157,5,High,65.1506,LikingValue,Value,2.4052,2.957013889,Female,20,92
effortratingclicks,44157,6,Medium,26.3485,Liking,Liking,0.9896,1.987106481,Female,20,92
effortratingclicks,44157,6,Medium,26.3485,LikingValue,Value,1.0641,4.036412037,Female,20,92
effortratingclicks,44157,7,High,63.0487,Value,Value,23.7785,3.978216096,Female,20,92
effortratingclicks,44157,7,High,63.0487,ValueLiking,Liking,76.4113,4.074883819,Female,20,92
effortratingclicks,44157,8,Medium,28.0172,Liking,Liking,2.4645,2.996461766,Female,20,92
effortratingclicks,44157,8,Medium,28.0172,LikingValue,Value,0.9465,3.937473595,Female,20,92
effortratingclicks,44157,9,Low,10.4154,Value,Value,2.5472,3.956220955,Female,20,92
effortratingclicks,44157,9,Low,10.4154,ValueLiking,Liking,2.1807,4.974466624,Female,20,92
effortratingclicks,44157,10,Medium,50.0806,Value,Value,1.1307,1.978136882,Female,20,92
effortratingclicks,44157,10,Medium,50.0806,ValueLiking,Liking,0.8116,2.216228348,Female,20,92
effortratingclicks,44157,11,Low,10.0206,Liking,Liking,1.6079,3.691091044,Female,20,92
effortratingclicks,44157,11,Low,10.0206,LikingValue,Value,0.846,3.738883608,Female,20,92
effortratingclicks,44157,12,High,79.9645,Liking,Liking,16.6388,3.499260668,Female,20,92
effortratingclicks,44157,12,High,79.9645,LikingValue,Value,1.4307,4.388440008,Female,20,92
effortratingclicks,44157,13,Medium,37.9647,Liking,Liking,0.992,3.17622518,Female,20,92
effortratingclicks,44157,13,Medium,37.9647,LikingValue,Value,1.5709,3.871673004,Female,20,92
effortratingclicks,44157,14,High,69.8823,Value,Value,1.6992,2.7790188,Female,20,92
effortratingclicks,44157,14,High,69.8823,ValueLiking,Liking,1.2595,4.171947613,Female,20,92
effortratingclicks,44157,15,Low,24.8659,Value,Value,2.6789,3.574038868,Female,20,92
effortratingclicks,44157,15,Low,24.8659,ValueLiking,Liking,1.0795,4.302545416,Female,20,92
effortratingclicks,44157,16,High,76.4145,Value,Value,3.6649,1.004251162,Female,20,92
effortratingclicks,44157,16,High,76.4145,ValueLiking,Liking,1.6615,1.055212294,Female,20,92
effortratingclicks,44157,17,Low,11.5979,Value,Value,21.915,1.024213139,Female,20,92
effortratingclicks,44157,17,Low,11.5979,ValueLiking,Liking,1.7848,1.032213773,Female,20,92
effortratingclicks,44157,18,Medium,36.8656,Value,Value,1.1351,3.4704267,Female,20,92
effortratingclicks,44157,18,Medium,36.8656,ValueLiking,Liking,0.6163,3.439084284,Female,20,92
effortratingclicks,38497,1,Low,19.705,Value,Value,7.732,1,Female,21,182
effortratingclicks,38497,1,Low,19.705,ValueLiking,Liking,5.71,1.002962963,Female,21,182
effortratingclicks,38497,2,Medium,32.382,Liking,Liking,2.912,2.022222222,Female,21,182
effortratingclicks,38497,2,Medium,32.382,LikingValue,Value,3.077,1.020740741,Female,21,182
effortratingclicks,38497,3,High,75.965,Value,Value,17.127,1.014814815,Female,21,182
effortratingclicks,38497,3,High,75.965,ValueLiking,Liking,5.514,1.992592593,Female,21,182
effortratingclicks,38497,4,Low,16.132,Value,Value,9.755,2.982222222,Female,21,182
effortratingclicks,38497,4,Low,16.132,ValueLiking,Liking,1.535,4.084444444,Female,21,182
effortratingclicks,38497,5,High,60.914,Liking,Liking,1.353,1.068148148,Female,21,182
effortratingclicks,38497,5,High,60.914,LikingValue,Value,0.787,1.08,Female,21,182
effortratingclicks,38497,6,Medium,31.9,Liking,Liking,2.095,3.017777778,Female,21,182
effortratingclicks,38497,6,Medium,31.9,LikingValue,Value,0.72,2.045925926,Female,21,182
effortratingclicks,38497,7,High,54.232,Liking,Liking,1.552,3.005925926,Female,21,182
effortratingclicks,38497,7,High,54.232,LikingValue,Value,0.772,2.004444444,Female,21,182
effortratingclicks,38497,8,Medium,31.083,Liking,Liking,1.342,2.887407407,Female,21,182
effortratingclicks,38497,8,Medium,31.083,LikingValue,Value,0.737,2.413333333,Female,21,182
effortratingclicks,38497,9,Low,8.9,Liking,Liking,1.147,3.877037037,Female,21,182
effortratingclicks,38497,9,Low,8.9,LikingValue,Value,0.588,3.260740741,Female,21,182
effortratingclicks,38497,10,Medium,26.899,Liking,Liking,13.621,2.442962963,Female,21,182
effortratingclicks,38497,10,Medium,26.899,LikingValue,Value,2.888,2.265185185,Female,21,182
effortratingclicks,38497,11,Low,10.082,Liking,Liking,0.777,3.34962963,Female,21,182
effortratingclicks,38497,11,Low,10.082,LikingValue,Value,0.554,2.828148148,Female,21,182
effortratingclicks,38497,12,High,51.081,Liking,Liking,0.989,3.367407407,Female,21,182
effortratingclicks,38497,12,High,51.081,LikingValue,Value,0.837,3.764444444,Female,21,182
effortratingclicks,38497,13,Medium,23.482,Value,Value,1.189,2.68,Female,21,182
effortratingclicks,38497,13,Medium,23.482,ValueLiking,Liking,0.527,2.128888889,Female,21,182
effortratingclicks,38497,14,High,55.332,Value,Value,1.271,2.045925926,Female,21,182
effortratingclicks,38497,14,High,55.332,ValueLiking,Liking,0.903,2.342222222,Female,21,182
effortratingclicks,38497,15,Low,10.383,Value,Value,2.186,3.96,Female,21,182
effortratingclicks,38497,15,Low,10.383,ValueLiking,Liking,0.637,4.143703704,Female,21,182
effortratingclicks,38497,16,High,55.149,Value,Value,2.028,1.737777778,Female,21,182
effortratingclicks,38497,16,High,55.149,ValueLiking,Liking,2.772,1.127407407,Female,21,182
effortratingclicks,38497,17,Low,10.416,Liking,Liking,1.704,2.875555556,Female,21,182
effortratingclicks,38497,17,Low,10.416,LikingValue,Value,0.627,2.194074074,Female,21,182
effortratingclicks,38497,18,Medium,25.983,Value,Value,1.96,1.002962963,Female,21,182
effortratingclicks,38497,18,Medium,25.983,ValueLiking,Liking,0.754,1.008888889,Female,21,182
effortratingclicks,36858,1,Low,18.4853,Liking,Liking,5.9601,3.014210431,Female,23,234
effortratingclicks,36858,1,Low,18.4853,LikingValue,Value,4.2186,2.003862486,Female,23,234
effortratingclicks,36858,2,Medium,28.6878,Liking,Liking,5.5019,4.020977648,Female,23,234
effortratingclicks,36858,2,Medium,28.6878,LikingValue,Value,2.4255,3.060607639,Female,23,234
effortratingclicks,36858,3,High,61.123,Value,Value,3.7633,3.997400535,Female,23,234
effortratingclicks,36858,3,High,61.123,ValueLiking,Liking,3.3399,3.988994141,Female,23,234
effortratingclicks,36858,4,Low,11.3044,Liking,Liking,8.2697,2.07987594,Female,23,234
effortratingclicks,36858,4,Low,11.3044,LikingValue,Value,1.8755,2.079598886,Female,23,234
effortratingclicks,36858,5,High,64.337,Liking,Liking,8.4258,3.071657986,Female,23,234
effortratingclicks,36858,5,High,64.337,LikingValue,Value,3.3601,4.128572772,Female,23,234
effortratingclicks,36858,6,Medium,29.1395,Value,Value,5.0763,3.018629919,Female,23,234
effortratingclicks,36858,6,Medium,29.1395,ValueLiking,Liking,4.5555,4.067812862,Female,23,234
effortratingclicks,36858,7,High,58.071,Value,Value,1.7913,4.989565972,Female,23,234
effortratingclicks,36858,7,High,58.071,ValueLiking,Liking,2.5624,3.873893229,Female,23,234
effortratingclicks,36858,8,Medium,32.4415,Value,Value,2.1078,4.003726128,Female,23,234
effortratingclicks,36858,8,Medium,32.4415,ValueLiking,Liking,3.6588,3.62038303,Female,23,234
effortratingclicks,36858,9,Low,10.1067,Value,Value,3.7584,2.498963759,Female,23,234
effortratingclicks,36858,9,Low,10.1067,ValueLiking,Liking,2.3785,3.24442419,Female,23,234
effortratingclicks,36858,10,Medium,41.8549,Value,Value,13.2814,3.419562355,Female,23,234
effortratingclicks,36858,10,Medium,41.8549,ValueLiking,Liking,3.1538,4.12336046,Female,23,234
effortratingclicks,36858,11,Low,14.571,Liking,Liking,4.1533,3.428948206,Female,23,234
effortratingclicks,36858,11,Low,14.571,LikingValue,Value,0.9242,2.571917318,Female,23,234
effortratingclicks,36858,12,High,56.3202,Value,Value,12.7928,3.609662182,Female,23,234
effortratingclicks,36858,12,High,56.3202,ValueLiking,Liking,1.0911,4.721393591,Female,23,234
effortratingclicks,36858,13,Medium,29.6045,Value,Value,1.3571,4.797590061,Female,23,234
effortratingclicks,36858,13,Medium,29.6045,ValueLiking,Liking,0.6054,4.506145833,Female,23,234
effortratingclicks,36858,14,High,62.4381,Liking,Liking,2.3256,4.554563802,Female,23,234
effortratingclicks,36858,14,High,62.4381,LikingValue,Value,1.0768,4.965062211,Female,23,234
effortratingclicks,36858,15,Low,11.3056,Value,Value,6.7925,4.061125579,Female,23,234
effortratingclicks,36858,15,Low,11.3056,ValueLiking,Liking,1.1423,2.435276693,Female,23,234
effortratingclicks,36858,16,High,66.4206,Liking,Liking,13.3357,3.608516348,Female,23,234
effortratingclicks,36858,16,High,66.4206,LikingValue,Value,2.591,2.341484013,Female,23,234
effortratingclicks,36858,17,Low,11.8711,Liking,Liking,3.8858,2.356225043,Female,23,234
effortratingclicks,36858,17,Low,11.8711,LikingValue,Value,2.1761,1.481832501,Female,23,234
effortratingclicks,36858,18,Medium,42.5714,Liking,Liking,5.0099,4.008247975,Female,23,234
effortratingclicks,36858,18,Medium,42.5714,LikingValue,Value,1.6157,2.718887442,Female,23,234
effortratingclicks,44080,1,Low,25.6048,Value,Value,5.6716,3.041305339,Female,19,73
effortratingclicks,44080,1,Low,25.6048,ValueLiking,Liking,5.51,2.037170862,Female,19,73
effortratingclicks,44080,2,Medium,36.237,Liking,Liking,3.45,1.922455512,Female,19,73
effortratingclicks,44080,2,Medium,36.237,LikingValue,Value,3.9734,1.079848633,Female,19,73
effortratingclicks,44080,3,High,70.4186,Value,Value,2.907,1.008079608,Female,19,73
effortratingclicks,44080,3,High,70.4186,ValueLiking,Liking,2.1298,2.020971499,Female,19,73
effortratingclicks,44080,4,Low,9.7816,Value,Value,2.2019,2.961737831,Female,19,73
effortratingclicks,44080,4,Low,9.7816,ValueLiking,Liking,1.0171,1.940585602,Female,19,73
effortratingclicks,44080,5,High,54.9384,Value,Value,4.045,2.009251947,Female,19,73
effortratingclicks,44080,5,High,54.9384,ValueLiking,Liking,1.3431,1.978052741,Female,19,73
effortratingclicks,44080,6,Medium,27.6127,Value,Value,2.091,1.95784704,Female,19,73
effortratingclicks,44080,6,Medium,27.6127,ValueLiking,Liking,2.0295,1.09566514,Female,19,73
effortratingclicks,44080,7,High,61.0318,Value,Value,2.9614,1.964817249,Female,19,73
effortratingclicks,44080,7,High,61.0318,ValueLiking,Liking,2.4418,1.988203514,Female,19,73
effortratingclicks,44080,8,Medium,28.0937,Liking,Liking,1.276,1.986567959,Female,19,73
effortratingclicks,44080,8,Medium,28.0937,LikingValue,Value,0.7013,1.034889031,Female,19,73
effortratingclicks,44080,9,Low,9.9429,Liking,Liking,1.843,4.044051758,Female,19,73
effortratingclicks,44080,9,Low,9.9429,LikingValue,Value,1.0413,4.032389544,Female,19,73
effortratingclicks,44080,10,Medium,27.3309,Value,Value,1.9138,2.993399922,Female,19,73
effortratingclicks,44080,10,Medium,27.3309,ValueLiking,Liking,1.7584,2.972502986,Female,19,73
effortratingclicks,44080,11,Low,9.5656,Liking,Liking,2.7467,4.945538642,Female,19,73
effortratingclicks,44080,11,Low,9.5656,LikingValue,Value,2.8034,4.971502572,Female,19,73
effortratingclicks,44080,12,High,56.1189,Liking,Liking,1.8891,1.017426186,Female,19,73
effortratingclicks,44080,12,High,56.1189,LikingValue,Value,1.1093,1.107378148,Female,19,73
effortratingclicks,44080,13,Medium,29.8269,Liking,Liking,2.1229,1.985908967,Female,19,73
effortratingclicks,44080,13,Medium,29.8269,LikingValue,Value,1.7967,1.989653561,Female,19,73
effortratingclicks,44080,14,High,54.7252,Liking,Liking,3.1026,1.004231771,Female,19,73
effortratingclicks,44080,14,High,54.7252,LikingValue,Value,1.3688,1.042377777,Female,19,73
effortratingclicks,44080,15,Low,13.329,Liking,Liking,7.1635,4.940437196,Female,19,73
effortratingclicks,44080,15,Low,13.329,LikingValue,Value,0.8273,4.96466266,Female,19,73
effortratingclicks,44080,16,High,58.6654,Value,Value,6.6775,2.070204729,Female,19,73
effortratingclicks,44080,16,High,58.6654,ValueLiking,Liking,0.5085,1.97569945,Female,19,73
effortratingclicks,44080,17,Low,11.9011,Value,Value,2.5398,4.999697888,Female,19,73
effortratingclicks,44080,17,Low,11.9011,ValueLiking,Liking,1.3639,4.944344329,Female,19,73
effortratingclicks,44080,18,Medium,28.7276,Liking,Liking,1.0067,2.953113075,Female,19,73
effortratingclicks,44080,18,Medium,28.7276,LikingValue,Value,0.6179,2.966361817,Female,19,73
effortratingclicks,42197,1,Low,46.7858,Liking,Liking,4.9912,1.014814777,Female,19,192
effortratingclicks,42197,1,Low,46.7858,LikingValue,Value,4.3746,1.162962925,Female,19,192
effortratingclicks,42197,2,Medium,31.2754,Liking,Liking,4.2592,1.311111073,Female,19,192
effortratingclicks,42197,2,Medium,31.2754,LikingValue,Value,1.9352,1.434568052,Female,19,192
effortratingclicks,42197,3,High,103.2678,Liking,Liking,2.9723,1.53827168,Female,19,192
effortratingclicks,42197,3,High,103.2678,LikingValue,Value,1.6822,1.533333484,Female,19,192
effortratingclicks,42197,4,Low,13.4331,Liking,Liking,5.0835,1.41481489,Female,19,192
