experiment_name,id,trial,condition,effort_level,rating,rt,gender,age,belief_liking,belief_value,profile,score_diff,score_weighted,score_slope
ratingclicks_within,36954,14,Liking,High,3.255555556,19.4868,Female,24,More,More,Mixed,0,0,-6.280369834735103e-16
ratingclicks_within,36954,15,Liking,Low,4.562962963,4.3545,Female,24,More,More,Mixed,0,0,-6.280369834735103e-16
ratingclicks_within,36954,16,Liking,High,4.988888889,2.277,Female,24,More,More,Mixed,0,0,-6.280369834735103e-16
ratingclicks_within,36954,17,Liking,Low,4.974074074,1.4881,Female,24,More,More,Mixed,0,0,-6.280369834735103e-16
ratingclicks_within,36954,18,Liking,Medium,2.5,2.0618,Female,24,More,More,Mixed,0,0,-6.280369834735103e-16
ratingclicks_within,38374,1,Liking,Low,1.971254987,7.7797,Female,22,More,More,Mixed,0,0,-0
ratingclicks_within,38374,2,Liking,Medium,3.042120058,6.1524,Female,22,More,More,Mixed,0,0,-0
ratingclicks_within,38374,3,Liking,High,1.891367428,2.3695,Female,22,More,More,Mixed,0,0,-0
ratingclicks_within,38374,4,Liking,Low,4.005690062,1.4125,Female,22,More,More,Mixed,0,0,-0
ratingclicks_within,38374,5,Liking,High,2.986103555,6.827,Female,22,More,More,Mixed,0,0,-0
ratingclicks_within,38374,6,Liking,Medium,3.076577802,1.0951,Female,22,More,More,Mixed,0,0,-0
ratingclicks_within,38374,7,Liking,High,2.962867247,14.4113,Female,22,More,More,Mixed,0,0,-0
ratingclicks_within,38374,8,Liking,Medium,2.948721436,0.8033,Female,22,More,More,Mixed,0,0,-0
ratingclicks_within,38374,9,Liking,Low,3.909616431,0.6943,Female,22,More,More,Mixed,0,0,-0
ratingclicks_within,38374,10,Value,Medium,1.00893181,3.9619,Female,22,More,More,Mixed,0,0,-0
ratingclicks_within,38374,11,Value,Low,2.954456837,2.9875,Female,22,More,More,Mixed,0,0,-0
ratingclicks_within,38374,12,Value,High,1.049623685,1.7536,Female,22,More,More,Mixed,0,0,-0
ratingclicks_within,38374,13,Value,Medium,3.112554407,12.6112,Female,22,More,More,Mixed,0,0,-0
ratingclicks_within,38374,14,Value,High,2.999365252,2.1717,Female,22,More,More,Mixed,0,0,-0
ratingclicks_within,38374,15,Value,Low,3.039127675,1.7961,Female,22,More,More,Mixed,0,0,-0
ratingclicks_within,38374,16,Value,High,2.98476605,9.4341,Female,22,More,More,Mixed,0,0,-0
ratingclicks_within,38374,17,Value,Low,3.970733587,1.728,Female,22,More,More,Mixed,0,0,-0
ratingclicks_within,38374,18,Value,Medium,1.953980776,2.0391,Female,22,More,More,Mixed,0,0,-0
ratingclicks_within,39830,1,Value,Low,1.978333333,5.8857,Female,22,Less,Less,Decreasing,-1,-0.5,-0.500000000000002
ratingclicks_within,39830,2,Value,Medium,2.442615741,7.5451,Female,22,Less,Less,Decreasing,-1,-0.5,-0.500000000000002
ratingclicks_within,39830,3,Value,High,2.22962963,4.2436,Female,22,Less,Less,Decreasing,-1,-0.5,-0.500000000000002
ratingclicks_within,39830,4,Value,Low,4.031412037,1.9456,Female,22,Less,Less,Decreasing,-1,-0.5,-0.500000000000002
ratingclicks_within,39830,5,Value,High,2.151990741,1.3442,Female,22,Less,Less,Decreasing,-1,-0.5,-0.500000000000002
ratingclicks_within,39830,6,Value,Medium,2.873865741,11.4101,Female,22,Less,Less,Decreasing,-1,-0.5,-0.500000000000002
ratingclicks_within,39830,7,Value,High,2.327569444,3.1096,Female,22,Less,Less,Decreasing,-1,-0.5,-0.500000000000002
ratingclicks_within,39830,8,Value,Medium,1.971712963,3.7178,Female,22,Less,Less,Decreasing,-1,-0.5,-0.500000000000002
ratingclicks_within,39830,9,Value,Low,3.541990741,15.4826,Female,22,Less,Less,Decreasing,-1,-0.5,-0.500000000000002
ratingclicks_within,39830,10,Liking,Medium,2.032453704,3.294,Female,22,Less,Less,Decreasing,-1,-0.5,-0.500000000000002
ratingclicks_within,39830,11,Liking,Low,3.366412037,11.5606,Female,22,Less,Less,Decreasing,-1,-0.5,-0.500000000000002
ratingclicks_within,39830,12,Liking,High,1,2.9122,Female,22,Less,Less,Decreasing,-1,-0.5,-0.500000000000002
ratingclicks_within,39830,13,Liking,Medium,3.477800926,1.6957,Female,22,Less,Less,Decreasing,-1,-0.5,-0.500000000000002
ratingclicks_within,39830,14,Liking,High,1.579837963,4.6445,Female,22,Less,Less,Decreasing,-1,-0.5,-0.500000000000002
ratingclicks_within,39830,15,Liking,Low,4.244699074,1.0944,Female,22,Less,Less,Decreasing,-1,-0.5,-0.500000000000002
ratingclicks_within,39830,16,Liking,High,1.65900463,2.8131,Female,22,Less,Less,Decreasing,-1,-0.5,-0.500000000000002
ratingclicks_within,39830,17,Liking,Low,3.837569444,0.9862,Female,22,Less,Less,Decreasing,-1,-0.5,-0.500000000000002
ratingclicks_within,39830,18,Liking,Medium,2.573958333,13.5612,Female,22,Less,Less,Decreasing,-1,-0.5,-0.500000000000002
ratingclicks_within,40119,1,Liking,Low,5,15.9565,Female,21,No Difference,No Difference,Increasing,16,8,8
ratingclicks_within,40119,2,Liking,Medium,4.539189815,4.433,Female,21,No Difference,No Difference,Increasing,16,8,8
ratingclicks_within,40119,3,Liking,High,3.999166667,3.6945,Female,21,No Difference,No Difference,Increasing,16,8,8
ratingclicks_within,40119,4,Liking,Low,2.014467593,3.6494,Female,21,No Difference,No Difference,Increasing,16,8,8
ratingclicks_within,40119,5,Liking,High,1.495856481,3.2788,Female,21,No Difference,No Difference,Increasing,16,8,8
ratingclicks_within,40119,6,Liking,Medium,1.994074074,3.1116,Female,21,No Difference,No Difference,Increasing,16,8,8
ratingclicks_within,40119,7,Liking,High,5,2.5355,Female,21,No Difference,No Difference,Increasing,16,8,8
ratingclicks_within,40119,8,Liking,Medium,1.996944444,3.7182,Female,21,No Difference,No Difference,Increasing,16,8,8
ratingclicks_within,40119,9,Liking,Low,3.008078704,2.7784,Female,21,No Difference,No Difference,Increasing,16,8,8
ratingclicks_within,40119,10,Value,Medium,1.512800926,4.4281,Female,21,No Difference,No Difference,Increasing,16,8,8
ratingclicks_within,40119,11,Value,Low,1.338287037,2.7464,Female,21,No Difference,No Difference,Increasing,16,8,8
ratingclicks_within,40119,12,Value,High,3.002638889,3.5443,Female,21,No Difference,No Difference,Increasing,16,8,8
ratingclicks_within,40119,13,Value,Medium,2.494699074,2.6968,Female,21,No Difference,No Difference,Increasing,16,8,8
ratingclicks_within,40119,14,Value,High,1,3.0943,Female,21,No Difference,No Difference,Increasing,16,8,8
ratingclicks_within,40119,15,Value,Low,2.009814815,3.0841,Female,21,No Difference,No Difference,Increasing,16,8,8
ratingclicks_within,40119,16,Value,High,1.54587963,4.4124,Female,21,No Difference,No Difference,Increasing,16,8,8
ratingclicks_within,40119,17,Value,Low,1.477222222,4.0462,Female,21,No Difference,No Difference,Increasing,16,8,8
ratingclicks_within,40119,18,Value,Medium,1,2.8123,Female,21,No Difference,No Difference,Increasing,16,8,8
ratingclicks_within,40306,1,Liking,Low,2.969212963,8.6381,Female,21,More,Less,Decreasing,-1,-0.5,-0.5000000000000004
ratingclicks_within,40306,2,Liking,Medium,2.015902778,5.4023,Female,21,More,Less,Decreasing,-1,-0.5,-0.5000000000000004
ratingclicks_within,40306,3,Liking,High,2.031458333,2.5095,Female,21,More,Less,Decreasing,-1,-0.5,-0.5000000000000004
ratingclicks_within,40306,4,Liking,Low,1.21,25.6601,Female,21,More,Less,Decreasing,-1,-0.5,-0.5000000000000004
ratingclicks_within,40306,5,Liking,High,1.993310185,8.1474,Female,21,More,Less,Decreasing,-1,-0.5,-0.5000000000000004
ratingclicks_within,40306,6,Liking,Medium,1.973912037,1.4499,Female,21,More,Less,Decreasing,-1,-0.5,-0.5000000000000004
ratingclicks_within,40306,7,Liking,High,1.905578704,2.0098,Female,21,More,Less,Decreasing,-1,-0.5,-0.5000000000000004
ratingclicks_within,40306,8,Liking,Medium,2.00375,1.7108,Female,21,More,Less,Decreasing,-1,-0.5,-0.5000000000000004
ratingclicks_within,40306,9,Liking,Low,2.045601852,2.0329,Female,21,More,Less,Decreasing,-1,-0.5,-0.5000000000000004
ratingclicks_within,40306,10,Value,Medium,1.802893519,3.3325,Female,21,More,Less,Decreasing,-1,-0.5,-0.5000000000000004
ratingclicks_within,40306,11,Value,Low,1.503148148,3.6935,Female,21,More,Less,Decreasing,-1,-0.5,-0.5000000000000004
ratingclicks_within,40306,12,Value,High,2.034421296,1.3017,Female,21,More,Less,Decreasing,-1,-0.5,-0.5000000000000004
ratingclicks_within,40306,13,Value,Medium,2.044259259,2.512,Female,21,More,Less,Decreasing,-1,-0.5,-0.5000000000000004
ratingclicks_within,40306,14,Value,High,2.10462963,20.9786,Female,21,More,Less,Decreasing,-1,-0.5,-0.5000000000000004
ratingclicks_within,40306,15,Value,Low,2.945069444,1.4958,Female,21,More,Less,Decreasing,-1,-0.5,-0.5000000000000004
ratingclicks_within,40306,16,Value,High,2.102037037,21.0604,Female,21,More,Less,Decreasing,-1,-0.5,-0.5000000000000004
ratingclicks_within,40306,17,Value,Low,2.000486111,1.1137,Female,21,More,Less,Decreasing,-1,-0.5,-0.5000000000000004
ratingclicks_within,40306,18,Value,Medium,2.984444444,2.5635,Female,21,More,Less,Decreasing,-1,-0.5,-0.5000000000000004
ratingclicks_within,40540,1,Liking,Low,5,3.4026,Female,21,No Difference,No Difference,Mixed,-5,-2.5,-2.500000000000001
ratingclicks_within,40540,2,Liking,Medium,4.041975233,3.9229,Female,21,No Difference,No Difference,Mixed,-5,-2.5,-2.500000000000001
ratingclicks_within,40540,3,Liking,High,1.893827085,1.3255,Female,21,No Difference,No Difference,Mixed,-5,-2.5,-2.500000000000001
ratingclicks_within,40540,4,Liking,Low,2.965432249,3.2888,Female,21,No Difference,No Difference,Mixed,-5,-2.5,-2.500000000000001
ratingclicks_within,40540,5,Liking,High,1,5.0891,Female,21,No Difference,No Difference,Mixed,-5,-2.5,-2.500000000000001
ratingclicks_within,40540,6,Liking,Medium,1.735802544,2.7916,Female,21,No Difference,No Difference,Mixed,-5,-2.5,-2.500000000000001
ratingclicks_within,40540,7,Liking,High,1.948148374,2.1552,Female,21,No Difference,No Difference,Mixed,-5,-2.5,-2.500000000000001
ratingclicks_within,40540,8,Liking,Medium,2.180246989,1.4724,Female,21,No Difference,No Difference,Mixed,-5,-2.5,-2.500000000000001
ratingclicks_within,40540,9,Liking,Low,2.165432023,1.2564,Female,21,No Difference,No Difference,Mixed,-5,-2.5,-2.500000000000001
ratingclicks_within,40540,10,Value,Medium,2.086419753,3.9668,Female,21,No Difference,No Difference,Mixed,-5,-2.5,-2.500000000000001
ratingclicks_within,40540,11,Value,Low,3.009876769,1.2008,Female,21,No Difference,No Difference,Mixed,-5,-2.5,-2.500000000000001
ratingclicks_within,40540,12,Value,High,3.50370393,3.9756,Female,21,No Difference,No Difference,Mixed,-5,-2.5,-2.500000000000001
ratingclicks_within,40540,13,Value,Medium,3.982716125,2.4927,Female,21,No Difference,No Difference,Mixed,-5,-2.5,-2.500000000000001
ratingclicks_within,40540,14,Value,High,3.523456715,2.8104,Female,21,No Difference,No Difference,Mixed,-5,-2.5,-2.500000000000001
ratingclicks_within,40540,15,Value,Low,4.022222448,2.6049,Female,21,No Difference,No Difference,Mixed,-5,-2.5,-2.500000000000001
ratingclicks_within,40540,16,Value,High,3.5827162,1.1809,Female,21,No Difference,No Difference,Mixed,-5,-2.5,-2.500000000000001
ratingclicks_within,40540,17,Value,Low,2.333333333,4.3728,Female,21,No Difference,No Difference,Mixed,-5,-2.5,-2.500000000000001
ratingclicks_within,40540,18,Value,Medium,2.624691433,2.4225,Female,21,No Difference,No Difference,Mixed,-5,-2.5,-2.500000000000001
ratingclicks_within,40604,1,Value,Low,2.525926001,6.8138,Female,21,No Difference,More,Increasing,11,5.5,5.500000000000002
ratingclicks_within,40604,2,Value,Medium,5,1.1696,Female,21,No Difference,More,Increasing,11,5.5,5.500000000000002
ratingclicks_within,40604,3,Value,High,5,2.2039,Female,21,No Difference,More,Increasing,11,5.5,5.500000000000002
ratingclicks_within,40604,4,Value,Low,1.533333484,2.3553,Female,21,No Difference,More,Increasing,11,5.5,5.500000000000002
ratingclicks_within,40604,5,Value,High,4.367901461,2.9535,Female,21,No Difference,More,Increasing,11,5.5,5.500000000000002
ratingclicks_within,40604,6,Value,Medium,2.970370446,1.1297,Female,21,No Difference,More,Increasing,11,5.5,5.500000000000002
ratingclicks_within,40604,7,Value,High,5,1.9713,Female,21,No Difference,More,Increasing,11,5.5,5.500000000000002
ratingclicks_within,40604,8,Value,Medium,1.99753109,1.5367,Female,21,No Difference,More,Increasing,11,5.5,5.500000000000002
ratingclicks_within,40604,9,Value,Low,1,4.1706,Female,21,No Difference,More,Increasing,11,5.5,5.500000000000002
ratingclicks_within,40604,10,Liking,Medium,3.029629554,2.913,Female,21,No Difference,More,Increasing,11,5.5,5.500000000000002
ratingclicks_within,40604,11,Liking,Low,5,1.9071,Female,21,No Difference,More,Increasing,11,5.5,5.500000000000002
ratingclicks_within,40604,12,Liking,High,1.004938385,1.0201,Female,21,No Difference,More,Increasing,11,5.5,5.500000000000002
ratingclicks_within,40604,13,Liking,Medium,2.007407483,1.6072,Female,21,No Difference,More,Increasing,11,5.5,5.500000000000002
ratingclicks_within,40604,14,Liking,High,1.014814777,2.1039,Female,21,No Difference,More,Increasing,11,5.5,5.500000000000002
ratingclicks_within,40604,15,Liking,Low,4.985185034,1.714,Female,21,No Difference,More,Increasing,11,5.5,5.500000000000002
ratingclicks_within,40604,16,Liking,High,1,1.9585,Female,21,No Difference,More,Increasing,11,5.5,5.500000000000002
ratingclicks_within,40604,17,Liking,Low,5,2.3895,Female,21,No Difference,More,Increasing,11,5.5,5.500000000000002
ratingclicks_within,40604,18,Liking,Medium,3.014814966,1.1132,Female,21,No Difference,More,Increasing,11,5.5,5.500000000000002
ratingclicks_within,40930,1,Liking,Low,4.277314815,3.4725,Female,21,More,More,Mixed,0,0,-4.710277376051327e-16
ratingclicks_within,40930,2,Liking,Medium,2.507476852,1.9637,Female,21,More,More,Mixed,0,0,-4.710277376051327e-16
ratingclicks_within,40930,3,Liking,High,2.745208333,4.7099,Female,21,More,More,Mixed,0,0,-4.710277376051327e-16
ratingclicks_within,40930,4,Liking,Low,4.21375,2.8107,Female,21,More,More,Mixed,0,0,-4.710277376051327e-16
ratingclicks_within,40930,5,Liking,High,3.268726852,3.0433,Female,21,More,More,Mixed,0,0,-4.710277376051327e-16
ratingclicks_within,40930,6,Liking,Medium,3.675648148,8.094,Female,21,More,More,Mixed,0,0,-4.710277376051327e-16
ratingclicks_within,40930,7,Liking,High,4.456527778,2.5295,Female,21,More,More,Mixed,0,0,-4.710277376051327e-16
ratingclicks_within,40930,8,Liking,Medium,1.192638889,1.8626,Female,21,More,More,Mixed,0,0,-4.710277376051327e-16
ratingclicks_within,40930,9,Liking,Low,2.979143519,5.4637,Female,21,More,More,Mixed,0,0,-4.710277376051327e-16
ratingclicks_within,40930,10,Value,Medium,2.499444444,12.5941,Female,21,More,More,Mixed,0,0,-4.710277376051327e-16
ratingclicks_within,40930,11,Value,Low,3.474606481,3.7619,Female,21,More,More,Mixed,0,0,-4.710277376051327e-16
ratingclicks_within,40930,12,Value,High,2.002685185,4.4798,Female,21,More,More,Mixed,0,0,-4.710277376051327e-16
ratingclicks_within,40930,13,Value,Medium,1.352268519,4.1628,Female,21,More,More,Mixed,0,0,-4.710277376051327e-16
ratingclicks_within,40930,14,Value,High,3.487638889,3.3444,Female,21,More,More,Mixed,0,0,-4.710277376051327e-16
ratingclicks_within,40930,15,Value,Low,1.769328704,2.1946,Female,21,More,More,Mixed,0,0,-4.710277376051327e-16
ratingclicks_within,40930,16,Value,High,4.234166667,7.1117,Female,21,More,More,Mixed,0,0,-4.710277376051327e-16
ratingclicks_within,40930,17,Value,Low,3.002523148,2.6456,Female,21,More,More,Mixed,0,0,-4.710277376051327e-16
ratingclicks_within,40930,18,Value,Medium,1.239953704,3.6772,Female,21,More,More,Mixed,0,0,-4.710277376051327e-16
ratingclicks_within,40987,1,Value,Low,1.340740741,9.017,Female,21,No Difference,No Difference,Increasing,6,3,2.9999999999999996
ratingclicks_within,40987,2,Value,Medium,2.502222222,4.483,Female,21,No Difference,No Difference,Increasing,6,3,2.9999999999999996
ratingclicks_within,40987,3,Value,High,1.619259259,6.588,Female,21,No Difference,No Difference,Increasing,6,3,2.9999999999999996
ratingclicks_within,40987,4,Value,Low,1.957037037,13.583,Female,21,No Difference,No Difference,Increasing,6,3,2.9999999999999996
ratingclicks_within,40987,5,Value,High,2.964444444,3.551,Female,21,No Difference,No Difference,Increasing,6,3,2.9999999999999996
ratingclicks_within,40987,6,Value,Medium,1.447407407,7.217,Female,21,No Difference,No Difference,Increasing,6,3,2.9999999999999996
ratingclicks_within,40987,7,Value,High,1.992592593,7.857,Female,21,No Difference,No Difference,Increasing,6,3,2.9999999999999996
ratingclicks_within,40987,8,Value,Medium,3.165925926,10.918,Female,21,No Difference,No Difference,Increasing,6,3,2.9999999999999996
ratingclicks_within,40987,9,Value,Low,2.834074074,2.102,Female,21,No Difference,No Difference,Increasing,6,3,2.9999999999999996
ratingclicks_within,40987,10,Liking,Medium,1.69037037,5.571,Female,21,No Difference,No Difference,Increasing,6,3,2.9999999999999996
ratingclicks_within,40987,11,Liking,Low,3.379259259,7.358,Female,21,No Difference,No Difference,Increasing,6,3,2.9999999999999996
ratingclicks_within,40987,12,Liking,High,1.536296296,7.879,Female,21,No Difference,No Difference,Increasing,6,3,2.9999999999999996
ratingclicks_within,40987,13,Liking,Medium,2.075555556,2.461,Female,21,No Difference,No Difference,Increasing,6,3,2.9999999999999996
ratingclicks_within,40987,14,Liking,High,2.371851852,19.784,Female,21,No Difference,No Difference,Increasing,6,3,2.9999999999999996
ratingclicks_within,40987,15,Liking,Low,2.484444444,2.451,Female,21,No Difference,No Difference,Increasing,6,3,2.9999999999999996
ratingclicks_within,40987,16,Liking,High,1.506666667,3.885,Female,21,No Difference,No Difference,Increasing,6,3,2.9999999999999996
ratingclicks_within,40987,17,Liking,Low,2.01037037,3.601,Female,21,No Difference,No Difference,Increasing,6,3,2.9999999999999996
ratingclicks_within,40987,18,Liking,Medium,1.488888889,11.016,Female,21,No Difference,No Difference,Increasing,6,3,2.9999999999999996
ratingclicks_within,41008,1,Value,Low,2.972268519,7.6287,Female,21,More,More,Increasing,8,4,3.9999999999999987
ratingclicks_within,41008,2,Value,Medium,4.033564815,3.6276,Female,21,More,More,Increasing,8,4,3.9999999999999987
ratingclicks_within,41008,3,Value,High,2.960902778,3.8162,Female,21,More,More,Increasing,8,4,3.9999999999999987
ratingclicks_within,41008,4,Value,Low,1.036898148,0.9019,Female,21,More,More,Increasing,8,4,3.9999999999999987
ratingclicks_within,41008,5,Value,High,1.462708333,1.4922,Female,21,More,More,Increasing,8,4,3.9999999999999987
ratingclicks_within,41008,6,Value,Medium,3.284212963,2.1657,Female,21,More,More,Increasing,8,4,3.9999999999999987
ratingclicks_within,41008,7,Value,High,1.632430556,2.1336,Female,21,More,More,Increasing,8,4,3.9999999999999987
ratingclicks_within,41008,8,Value,Medium,2.977199074,1.5982,Female,21,More,More,Increasing,8,4,3.9999999999999987
ratingclicks_within,41008,9,Value,Low,4.045023148,1.7002,Female,21,More,More,Increasing,8,4,3.9999999999999987
ratingclicks_within,41008,10,Liking,Medium,1.607824074,1.8102,Female,21,More,More,Increasing,8,4,3.9999999999999987
ratingclicks_within,41008,11,Liking,Low,1.740138889,3.4109,Female,21,More,More,Increasing,8,4,3.9999999999999987
ratingclicks_within,41008,12,Liking,High,1.506064815,3.5257,Female,21,More,More,Increasing,8,4,3.9999999999999987
ratingclicks_within,41008,13,Liking,Medium,2.481273148,1.2781,Female,21,More,More,Increasing,8,4,3.9999999999999987
ratingclicks_within,41008,14,Liking,High,1.603888889,1.3301,Female,21,More,More,Increasing,8,4,3.9999999999999987
ratingclicks_within,41008,15,Liking,Low,1.145185185,1.495,Female,21,More,More,Increasing,8,4,3.9999999999999987
ratingclicks_within,41008,16,Liking,High,1.994606481,4.5254,Female,21,More,More,Increasing,8,4,3.9999999999999987
ratingclicks_within,41008,17,Liking,Low,1.404097222,0.844,Female,21,More,More,Increasing,8,4,3.9999999999999987
ratingclicks_within,41008,18,Liking,Medium,3.575717593,2.6756,Female,21,More,More,Increasing,8,4,3.9999999999999987
ratingclicks_within,41399,1,Liking,Low,1.657935766,6.546,Female,21,More,More,Increasing,7,3.5,3.4999999999999996
ratingclicks_within,41399,2,Liking,Medium,3.788275647,4.471,Female,21,More,More,Increasing,7,3.5,3.4999999999999996
ratingclicks_within,41399,3,Liking,High,3.528843156,3.054,Female,21,More,More,Increasing,7,3.5,3.4999999999999996
ratingclicks_within,41399,4,Liking,Low,5,1.838,Female,21,More,More,Increasing,7,3.5,3.4999999999999996
ratingclicks_within,41399,5,Liking,High,2.585905831,2.219,Female,21,More,More,Increasing,7,3.5,3.4999999999999996
ratingclicks_within,41399,6,Liking,Medium,4.396944185,3.605,Female,21,More,More,Increasing,7,3.5,3.4999999999999996
ratingclicks_within,41399,7,Liking,High,4.337075148,2.337,Female,21,More,More,Increasing,7,3.5,3.4999999999999996
ratingclicks_within,41399,8,Liking,Medium,2.995010914,2.037,Female,21,More,More,Increasing,7,3.5,3.4999999999999996
ratingclicks_within,41399,9,Liking,Low,1.997193639,1.973,Female,21,More,More,Increasing,7,3.5,3.4999999999999996
ratingclicks_within,41399,10,Value,Medium,1.079201746,5.803,Female,21,More,More,Increasing,7,3.5,3.4999999999999996
ratingclicks_within,41399,11,Value,Low,3.528843156,12.156,Female,21,More,More,Increasing,7,3.5,3.4999999999999996
ratingclicks_within,41399,12,Value,High,5,4.441,Female,21,More,More,Increasing,7,3.5,3.4999999999999996
ratingclicks_within,41399,13,Value,Medium,4.042719052,12.604,Female,21,More,More,Increasing,7,3.5,3.4999999999999996
ratingclicks_within,41399,14,Value,High,1.114125351,4.653,Female,21,More,More,Increasing,7,3.5,3.4999999999999996
ratingclicks_within,41399,15,Value,Low,4.985656377,1.438,Female,21,More,More,Increasing,7,3.5,3.4999999999999996
ratingclicks_within,41399,16,Value,High,5,3.872,Female,21,More,More,Increasing,7,3.5,3.4999999999999996
ratingclicks_within,41399,17,Value,Low,1.977237293,3.771,Female,21,More,More,Increasing,7,3.5,3.4999999999999996
ratingclicks_within,41399,18,Value,Medium,2.077019021,3.588,Female,21,More,More,Increasing,7,3.5,3.4999999999999996
ratingclicks_within,41409,1,Value,Low,1.996875,4.8463,Female,21,More,More,Mixed,1,0.5,0.5000000000000001
ratingclicks_within,41409,2,Value,Medium,2.983842593,9.2968,Female,21,More,More,Mixed,1,0.5,0.5000000000000001
ratingclicks_within,41409,3,Value,High,1.006828704,3.5841,Female,21,More,More,Mixed,1,0.5,0.5000000000000001
ratingclicks_within,41409,4,Value,Low,2.037407407,6.6787,Female,21,More,More,Mixed,1,0.5,0.5000000000000001
ratingclicks_within,41409,5,Value,High,1.954699074,9.011,Female,21,More,More,Mixed,1,0.5,0.5000000000000001
ratingclicks_within,41409,6,Value,Medium,2.033842593,3.8581,Female,21,More,More,Mixed,1,0.5,0.5000000000000001
ratingclicks_within,41409,7,Value,High,2.001712963,5.0152,Female,21,More,More,Mixed,1,0.5,0.5000000000000001
ratingclicks_within,41409,8,Value,Medium,1.512569444,1.9094,Female,21,More,More,Mixed,1,0.5,0.5000000000000001
ratingclicks_within,41409,9,Value,Low,2.332662037,5.2449,Female,21,More,More,Mixed,1,0.5,0.5000000000000001
ratingclicks_within,41409,10,Liking,Medium,1.699907407,3.456,Female,21,More,More,Mixed,1,0.5,0.5000000000000001
