experiment_name,id,gender,age,trial,condition,effort_level,rating,rt,belief_liking,belief_value
buysell_within2,37574,Female,23,2,Buyer,Medium,1.023441163,3.49,More,No Difference
buysell_within2,37574,Female,23,3,Buyer,High,2.037398374,1.988,More,No Difference
buysell_within2,37574,Female,23,4,Buyer,Low,2.037398374,4.575,More,No Difference
buysell_within2,37574,Female,23,5,Buyer,High,1.022764228,1.106,More,No Difference
buysell_within2,37574,Female,23,6,Buyer,Medium,1.946341463,1.373,More,No Difference
buysell_within2,37574,Female,23,7,Buyer,High,1.985365854,1.139,More,No Difference
buysell_within2,37574,Female,23,8,Buyer,Medium,2.017886179,1.209,More,No Difference
buysell_within2,37574,Female,23,9,Buyer,Low,2.017886179,7.708,More,No Difference
buysell_within2,37574,Female,23,10,Seller,Medium,2.115447154,5.271,More,No Difference
buysell_within2,37574,Female,23,11,Seller,Low,2.583739837,3.876,More,No Difference
buysell_within2,37574,Female,23,12,Seller,High,2.544715447,5.726,More,No Difference
buysell_within2,37574,Female,23,13,Seller,Medium,2.856910569,1.539,More,No Difference
buysell_within2,37574,Female,23,14,Seller,High,3.247154472,1.477,More,No Difference
buysell_within2,37574,Female,23,15,Seller,Low,1.985365854,1.91,More,No Difference
buysell_within2,37574,Female,23,16,Seller,High,3.02601626,2.024,More,No Difference
buysell_within2,37574,Female,23,17,Seller,Low,2.030894309,1.01,More,No Difference
buysell_within2,37574,Female,23,18,Seller,Medium,2.421138211,7.81,More,No Difference
buysell_within2,38897,Male,30,1,Buyer,Low,1,13.68,Less,No Difference
buysell_within2,38897,Male,30,2,Buyer,Medium,1,7.973,Less,No Difference
buysell_within2,38897,Male,30,3,Buyer,High,1,6.3332,Less,No Difference
buysell_within2,38897,Male,30,4,Buyer,Low,1,1.8761,Less,No Difference
buysell_within2,38897,Male,30,5,Buyer,High,1,5.8886,Less,No Difference
buysell_within2,38897,Male,30,6,Buyer,Medium,1,2.1548,Less,No Difference
buysell_within2,38897,Male,30,7,Buyer,High,1,3.6902,Less,No Difference
buysell_within2,38897,Male,30,8,Buyer,Medium,1,3.6016,Less,No Difference
buysell_within2,38897,Male,30,9,Buyer,Low,1,2.6917,Less,No Difference
buysell_within2,38897,Male,30,10,Seller,Medium,5,20.2138,Less,No Difference
buysell_within2,38897,Male,30,11,Seller,Low,5,2.9129,Less,No Difference
buysell_within2,38897,Male,30,12,Seller,High,5,2.2747,Less,No Difference
buysell_within2,38897,Male,30,13,Seller,Medium,5,2.0488,Less,No Difference
buysell_within2,38897,Male,30,14,Seller,High,5,5.4832,Less,No Difference
buysell_within2,38897,Male,30,15,Seller,Low,5,2.5535,Less,No Difference
buysell_within2,38897,Male,30,16,Seller,High,4.943333333,3.4435,Less,No Difference
buysell_within2,38897,Male,30,17,Seller,Low,5,2.1378,Less,No Difference
buysell_within2,38897,Male,30,18,Seller,Medium,5,22.4558,Less,No Difference
buysell_within2,40358,Female,21,1,Seller,Low,5,5.406,Less,More
buysell_within2,40358,Female,21,2,Seller,Medium,5,3.813,Less,More
buysell_within2,40358,Female,21,3,Seller,High,5,3.947,Less,More
buysell_within2,40358,Female,21,4,Seller,Low,5,4.847,Less,More
buysell_within2,40358,Female,21,5,Seller,High,5,4.013,Less,More
buysell_within2,40358,Female,21,6,Seller,Medium,5,3.529,Less,More
buysell_within2,40358,Female,21,7,Seller,High,5,3.245,Less,More
buysell_within2,40358,Female,21,8,Seller,Medium,5,2.612,Less,More
buysell_within2,40358,Female,21,9,Seller,Low,5,3.279,Less,More
buysell_within2,40358,Female,21,10,Buyer,Medium,1,9.645,Less,More
buysell_within2,40358,Female,21,11,Buyer,Low,2.525925926,8.279,Less,More
buysell_within2,40358,Female,21,12,Buyer,High,1,2.513,Less,More
buysell_within2,40358,Female,21,13,Buyer,Medium,1,3.163,Less,More
buysell_within2,40358,Female,21,14,Buyer,High,1.216296296,4.615,Less,More
buysell_within2,40358,Female,21,15,Buyer,Low,1,2.129,Less,More
buysell_within2,40358,Female,21,16,Buyer,High,1,2.364,Less,More
buysell_within2,40358,Female,21,17,Buyer,Low,1,4.414,Less,More
buysell_within2,40358,Female,21,18,Buyer,Medium,1,2.382,Less,More
buysell_within2,40543,Female,21,1,Seller,Low,2.514212963,16.2687,Less,More
buysell_within2,40543,Female,21,2,Seller,Medium,3.500578704,9.3281,Less,More
buysell_within2,40543,Female,21,3,Seller,High,4.030763889,7.9634,Less,More
buysell_within2,40543,Female,21,4,Seller,Low,2.542731481,8.5018,Less,More
buysell_within2,40543,Female,21,5,Seller,High,2.994976852,4.0024,Less,More
buysell_within2,40543,Female,21,6,Seller,Medium,2.001041667,3.5287,Less,More
buysell_within2,40543,Female,21,7,Seller,High,4.030578704,3.5514,Less,More
buysell_within2,40543,Female,21,8,Seller,Medium,3.995138889,5.0637,Less,More
buysell_within2,40543,Female,21,9,Seller,Low,2.041527778,5.552,Less,More
buysell_within2,40543,Female,21,10,Buyer,Medium,1.243935185,8.7345,Less,More
buysell_within2,40543,Female,21,11,Buyer,Low,1.337268519,2.8098,Less,More
buysell_within2,40543,Female,21,12,Buyer,High,2.341967593,9.7149,Less,More
buysell_within2,40543,Female,21,13,Buyer,Medium,3.016018519,3.1802,Less,More
buysell_within2,40543,Female,21,14,Buyer,High,2.012824074,5.1639,Less,More
buysell_within2,40543,Female,21,15,Buyer,Low,2.735902778,3.3193,Less,More
buysell_within2,40543,Female,21,16,Buyer,High,1.689212963,7.2028,Less,More
buysell_within2,40543,Female,21,17,Buyer,Low,2.508842593,6.3141,Less,More
buysell_within2,40543,Female,21,18,Buyer,Medium,1.79400463,4.4019,Less,More
buysell_within2,40590,Female,21,1,Buyer,Low,1.011766803,7.7779,Less,More
buysell_within2,40590,Female,21,2,Buyer,Medium,1,7.331,Less,More
buysell_within2,40590,Female,21,3,Buyer,High,1,4.4823,Less,More
buysell_within2,40590,Female,21,4,Buyer,Low,1,3.0605,Less,More
buysell_within2,40590,Female,21,5,Buyer,High,1,3.4635,Less,More
buysell_within2,40590,Female,21,6,Buyer,Medium,1,2.1156,Less,More
buysell_within2,40590,Female,21,7,Buyer,High,1,3.6594,Less,More
buysell_within2,40590,Female,21,8,Buyer,Medium,1,2.866,Less,More
buysell_within2,40590,Female,21,9,Buyer,Low,1,3.483,Less,More
buysell_within2,40590,Female,21,10,Seller,Medium,1.498840216,9.4319,Less,More
buysell_within2,40590,Female,21,11,Seller,Low,1.500518043,2.0982,Less,More
buysell_within2,40590,Female,21,12,Seller,High,1.781040737,2.6815,Less,More
buysell_within2,40590,Female,21,13,Seller,Medium,1.842147507,7.6642,Less,More
buysell_within2,40590,Female,21,14,Seller,High,1.76249845,5.2494,Less,More
buysell_within2,40590,Female,21,15,Seller,Low,1.716842758,1.8193,Less,More
buysell_within2,40590,Female,21,16,Seller,High,1.775611979,3.016,Less,More
buysell_within2,40590,Female,21,17,Seller,Low,1.570458829,1.5198,Less,More
buysell_within2,40590,Female,21,18,Seller,Medium,1.59031467,4.0198,Less,More
buysell_within2,40795,Female,21,1,Buyer,Low,1,8.479,Less,More
buysell_within2,40795,Female,21,2,Buyer,Medium,2.063703704,2.475,Less,More
buysell_within2,40795,Female,21,3,Buyer,High,1.957037037,1.581,Less,More
buysell_within2,40795,Female,21,4,Buyer,Low,3.023703704,2.413,Less,More
buysell_within2,40795,Female,21,5,Buyer,High,1.968888889,2.163,Less,More
buysell_within2,40795,Female,21,6,Buyer,Medium,1.477037037,2.997,Less,More
buysell_within2,40795,Female,21,7,Buyer,High,1,1.65,Less,More
buysell_within2,40795,Female,21,8,Buyer,Medium,1.773333333,1.813,Less,More
buysell_within2,40795,Female,21,9,Buyer,Low,3.13037037,1.48,Less,More
buysell_within2,40795,Female,21,10,Seller,Medium,3.077037037,2.344,Less,More
buysell_within2,40795,Female,21,11,Seller,Low,3.912592593,1.097,Less,More
buysell_within2,40795,Female,21,12,Seller,High,2.928888889,4.897,Less,More
buysell_within2,40795,Female,21,13,Seller,Medium,2.608888889,2.164,Less,More
buysell_within2,40795,Female,21,14,Seller,High,3.942222222,3.398,Less,More
buysell_within2,40795,Female,21,15,Seller,Low,1.927407407,1.215,Less,More
buysell_within2,40795,Female,21,16,Seller,High,1.986666667,2.28,Less,More
buysell_within2,40795,Female,21,17,Seller,Low,2.478518519,2.281,Less,More
buysell_within2,40795,Female,21,18,Seller,Medium,1.962962963,1.164,Less,More
buysell_within2,40956,Female,21,1,Seller,Low,2.014143519,6.772,More,More
buysell_within2,40956,Female,21,2,Seller,Medium,1.044606481,3.8626,More,More
buysell_within2,40956,Female,21,3,Seller,High,2.961643519,3.3282,More,More
buysell_within2,40956,Female,21,4,Seller,Low,4.916435185,3.9946,More,More
buysell_within2,40956,Female,21,5,Seller,High,4.950555556,1.4785,More,More
buysell_within2,40956,Female,21,6,Seller,Medium,4.993773148,1.7458,More,More
buysell_within2,40956,Female,21,7,Seller,High,4.96224537,15.813,More,More
buysell_within2,40956,Female,21,8,Seller,Medium,3.048472222,12.0452,More,More
buysell_within2,40956,Female,21,9,Seller,Low,2.039050926,2.5786,More,More
buysell_within2,40956,Female,21,10,Buyer,Medium,3.985046296,2.4617,More,More
buysell_within2,40956,Female,21,11,Buyer,Low,3.11900463,7.2118,More,More
buysell_within2,40956,Female,21,12,Buyer,High,4.956178161,4.1563,More,More
buysell_within2,40956,Female,21,13,Buyer,Medium,4.034277504,4.6444,More,More
buysell_within2,40956,Female,21,14,Buyer,High,4.025785099,1.5621,More,More
buysell_within2,40956,Female,21,15,Buyer,Low,1.047542077,1.1615,More,More
buysell_within2,40956,Female,21,16,Buyer,High,4.040152915,2.18,More,More
buysell_within2,40956,Female,21,17,Buyer,Low,1.053135263,2.4291,More,More
buysell_within2,40956,Female,21,18,Buyer,Medium,2.977652915,1.4936,More,More
buysell_within2,41609,Female,21,1,Seller,Low,1,3.9917,More,More
buysell_within2,41609,Female,21,2,Seller,Medium,1.988839286,1.263,More,More
buysell_within2,41609,Female,21,3,Seller,High,3.967492816,1.879,More,More
buysell_within2,41609,Female,21,4,Seller,Low,1.007517447,1.5342,More,More
buysell_within2,41609,Female,21,5,Seller,High,2.229448892,1.5456,More,More
buysell_within2,41609,Female,21,6,Seller,Medium,2.660380747,2.2799,More,More
buysell_within2,41609,Female,21,7,Seller,High,1.968390805,1.8796,More,More
buysell_within2,41609,Female,21,8,Seller,Medium,1.404428366,1.718,More,More
buysell_within2,41609,Female,21,9,Seller,Low,1,1.8133,More,More
buysell_within2,41609,Female,21,10,Buyer,Medium,1,3.2293,More,More
buysell_within2,41609,Female,21,11,Buyer,Low,1,4.8121,More,More
buysell_within2,41609,Female,21,12,Buyer,High,2.044463259,12.6309,More,More
buysell_within2,41609,Female,21,13,Buyer,Medium,2.033482143,9.1976,More,More
buysell_within2,41609,Female,21,14,Buyer,High,3.044232348,2.0788,More,More
buysell_within2,41609,Female,21,15,Buyer,Low,1,1.9786,More,More
buysell_within2,41609,Female,21,16,Buyer,High,2.887982348,1.869,More,More
buysell_within2,41609,Female,21,17,Buyer,Low,2.427776067,4.0155,More,More
buysell_within2,41609,Female,21,18,Buyer,Medium,1.905146757,5.4483,More,More
buysell_within2,41628,Female,21,1,Seller,Low,1.987106481,6.0378,Less,More
buysell_within2,41628,Female,21,2,Seller,Medium,4.536087963,5.8194,Less,More
buysell_within2,41628,Female,21,3,Seller,High,3.998310185,6.8519,Less,More
buysell_within2,41628,Female,21,4,Seller,Low,2.450416667,3.5741,Less,More
buysell_within2,41628,Female,21,5,Seller,High,2.414537037,14.6079,Less,More
buysell_within2,41628,Female,21,6,Seller,Medium,2.631203704,2.8796,Less,More
buysell_within2,41628,Female,21,7,Seller,High,3.055486111,2.7451,Less,More
buysell_within2,41628,Female,21,8,Seller,Medium,1.973217593,2.0114,Less,More
buysell_within2,41628,Female,21,9,Seller,Low,1.543402778,2.5535,Less,More
buysell_within2,41628,Female,21,10,Buyer,Medium,2.024768519,3.1692,Less,More
buysell_within2,41628,Female,21,11,Buyer,Low,1.617708333,16.7128,Less,More
buysell_within2,41628,Female,21,12,Buyer,High,2.501064815,3.0385,Less,More
buysell_within2,41628,Female,21,13,Buyer,Medium,1.51775463,3.1194,Less,More
buysell_within2,41628,Female,21,14,Buyer,High,1.966736111,14.5052,Less,More
buysell_within2,41628,Female,21,15,Buyer,Low,1.083148148,1.3017,Less,More
buysell_within2,41628,Female,21,16,Buyer,High,2.512592593,16.4536,Less,More
buysell_within2,41628,Female,21,17,Buyer,Low,1.528148148,15.0631,Less,More
buysell_within2,41628,Female,21,18,Buyer,Medium,1.414259259,3.4093,Less,More
buysell_within2,42185,Female,22,1,Seller,Low,4.331986351,2.6249,Less,Less
buysell_within2,42185,Female,22,2,Seller,Medium,5,2.6965,Less,Less
buysell_within2,42185,Female,22,3,Seller,High,1.857070163,2.4123,Less,Less
buysell_within2,42185,Female,22,4,Seller,Low,2.078484195,1.2796,Less,Less
buysell_within2,42185,Female,22,5,Seller,High,5,1.8784,Less,Less
buysell_within2,42185,Female,22,6,Seller,Medium,3.818396791,2.0519,Less,Less
buysell_within2,42185,Female,22,7,Seller,High,5,1.0131,Less,Less
buysell_within2,42185,Female,22,8,Seller,Medium,4.058967912,1.1791,Less,Less
buysell_within2,42185,Female,22,9,Seller,Low,3.166187739,1.4526,Less,Less
buysell_within2,42185,Female,22,10,Buyer,Medium,2.786188937,1.911,Less,Less
buysell_within2,42185,Female,22,11,Buyer,Low,2.663403975,1.7144,Less,Less
buysell_within2,42185,Female,22,12,Buyer,High,5,3.8786,Less,Less
buysell_within2,42185,Female,22,13,Buyer,Medium,2.927292864,2.4188,Less,Less
buysell_within2,42185,Female,22,14,Buyer,High,2.513709291,1.4443,Less,Less
buysell_within2,42185,Female,22,15,Buyer,Low,3.152687979,5.0695,Less,Less
buysell_within2,42185,Female,22,16,Buyer,High,2.056094349,1.7479,Less,Less
buysell_within2,42185,Female,22,17,Buyer,Low,1.681992337,1.3642,Less,Less
buysell_within2,42185,Female,22,18,Buyer,Medium,2.215786638,1.298,Less,Less
buysell_within2,42195,Female,21,1,Buyer,Low,1,7.9624,More,More
buysell_within2,42195,Female,21,2,Buyer,Medium,1.890856481,1.9527,More,More
buysell_within2,42195,Female,21,3,Buyer,High,3.96162037,3.4655,More,More
buysell_within2,42195,Female,21,4,Buyer,Low,1.875,2.7961,More,More
buysell_within2,42195,Female,21,5,Buyer,High,2.490625,1.1749,More,More
buysell_within2,42195,Female,21,6,Buyer,Medium,3.049444444,2.6216,More,More
buysell_within2,42195,Female,21,7,Buyer,High,1.730347222,10.3689,More,More
buysell_within2,42195,Female,21,8,Buyer,Medium,1.696134259,1.7645,More,More
buysell_within2,42195,Female,21,9,Buyer,Low,2.104444444,1.303,More,More
buysell_within2,42195,Female,21,10,Seller,Medium,2.493842593,1.6936,More,More
buysell_within2,42195,Female,21,11,Seller,Low,1.774490741,2.1464,More,More
buysell_within2,42195,Female,21,12,Seller,High,3.109652778,2.6599,More,More
buysell_within2,42195,Female,21,13,Seller,Medium,2.451041667,1.8456,More,More
buysell_within2,42195,Female,21,14,Seller,High,3.449027778,1.4632,More,More
buysell_within2,42195,Female,21,15,Seller,Low,1.552060185,2.1539,More,More
buysell_within2,42195,Female,21,16,Seller,High,3.089930556,2.6699,More,More
buysell_within2,42195,Female,21,17,Seller,Low,1.523425926,1.2847,More,More
buysell_within2,42195,Female,21,18,Seller,Medium,2.223634259,2.0637,More,More
buysell_within2,42213,Female,21,1,Buyer,Low,1.014814777,8.464,More,More
buysell_within2,42213,Female,21,2,Buyer,Medium,1,4.0007,More,More
buysell_within2,42213,Female,21,3,Buyer,High,1.009876581,4.66,More,More
buysell_within2,42213,Female,21,4,Buyer,Low,1.987654321,5.1186,More,More
buysell_within2,42213,Female,21,5,Buyer,High,2.945679088,2.9169,More,More
buysell_within2,42213,Female,21,6,Buyer,Medium,1,1.6004,More,More
buysell_within2,42213,Female,21,7,Buyer,High,2.644444595,6.3328,More,More
buysell_within2,42213,Female,21,8,Buyer,Medium,2.116049307,3.6657,More,More
buysell_within2,42213,Female,21,9,Buyer,Low,2.925925926,2.4984,More,More
buysell_within2,42213,Female,21,10,Seller,Medium,2.012345679,5.647,More,More
buysell_within2,42213,Female,21,11,Seller,Low,1.444444444,1.801,More,More
buysell_within2,42213,Female,21,12,Seller,High,3.45925941,3.9976,More,More
buysell_within2,42213,Female,21,13,Seller,Medium,3.039506324,2.9815,More,More
buysell_within2,42213,Female,21,14,Seller,High,2.935802695,4.1643,More,More
buysell_within2,42213,Female,21,15,Seller,Low,2.239506097,6.3663,More,More
buysell_within2,42213,Female,21,16,Seller,High,3.12345679,3.2341,More,More
buysell_within2,42213,Female,21,17,Seller,Low,1.079012459,1.6924,More,More
buysell_within2,42213,Female,21,18,Seller,Medium,1.82962978,1.9396,More,More
buysell_within2,42252,Female,21,1,Buyer,Low,1.02680776,4.1298,Less,More
buysell_within2,42252,Female,21,2,Buyer,Medium,1,4.8513,Less,More
buysell_within2,42252,Female,21,3,Buyer,High,1.37925485,1.6948,Less,More
buysell_within2,42252,Female,21,4,Buyer,Low,1.605004409,3.38,Less,More
buysell_within2,42252,Female,21,5,Buyer,High,1.758708113,4.5357,Less,More
buysell_within2,42252,Female,21,6,Buyer,Medium,1.991997354,6.8311,Less,More
buysell_within2,42252,Female,21,7,Buyer,High,3.012147266,3.1393,Less,More
buysell_within2,42252,Female,21,8,Buyer,Medium,2.008179012,3.7526,Less,More
buysell_within2,42252,Female,21,9,Buyer,Low,3.992702822,2.1219,Less,More
buysell_within2,42252,Female,21,10,Seller,Medium,2.993209877,8.1202,Less,More
buysell_within2,42252,Female,21,11,Seller,Low,1,2.3019,Less,More
buysell_within2,42252,Female,21,12,Seller,High,4.924647266,0.7867,Less,More
buysell_within2,42252,Female,21,13,Seller,Medium,3.010978836,6.4353,Less,More
buysell_within2,42252,Female,21,14,Seller,High,3.005820106,5.0498,Less,More
buysell_within2,42252,Female,21,15,Seller,Low,1.691159612,4.1432,Less,More
buysell_within2,42252,Female,21,16,Seller,High,3.018276014,4.0686,Less,More
buysell_within2,42252,Female,21,17,Seller,Low,1.677270723,2.9691,Less,More
buysell_within2,42252,Female,21,18,Seller,Medium,2.642548501,6.1812,Less,More
buysell_within2,42288,Female,21,1,Buyer,Low,4.265949074,1.8045,More,No Difference
buysell_within2,42288,Female,21,2,Buyer,Medium,3.166643519,1.7956,More,No Difference
buysell_within2,42288,Female,21,3,Buyer,High,1,3.1781,More,No Difference
buysell_within2,42288,Female,21,4,Buyer,Low,5,3.9957,More,No Difference
buysell_within2,42288,Female,21,5,Buyer,High,1.404467593,1.9961,More,No Difference
buysell_within2,42288,Female,21,6,Buyer,Medium,1,1.4792,More,No Difference
buysell_within2,42288,Female,21,7,Buyer,High,1.848287037,3.5798,More,No Difference
buysell_within2,42288,Female,21,8,Buyer,Medium,1.452430556,1.8444,More,No Difference
buysell_within2,42288,Female,21,9,Buyer,Low,1.178680556,1.6448,More,No Difference
buysell_within2,42288,Female,21,10,Seller,Medium,1.208611111,1.4627,More,No Difference
buysell_within2,42288,Female,21,11,Seller,Low,1.701111111,2.9791,More,No Difference
buysell_within2,42288,Female,21,12,Seller,High,2.227037037,5.1455,More,No Difference
buysell_within2,42288,Female,21,13,Seller,Medium,2.164606481,1.3472,More,No Difference
buysell_within2,42288,Female,21,14,Seller,High,1.508472222,1.3125,More,No Difference
buysell_within2,42288,Female,21,15,Seller,Low,2.922962963,1.2796,More,No Difference
buysell_within2,42288,Female,21,16,Seller,High,2.349884259,1.2949,More,No Difference
buysell_within2,42288,Female,21,17,Seller,Low,3.646805556,0.9143,More,No Difference
buysell_within2,42288,Female,21,18,Seller,Medium,2.652314815,0.9633,More,No Difference
buysell_within2,42400,Female,21,1,Buyer,Low,1,6.3965,More,More
buysell_within2,42400,Female,21,2,Buyer,Medium,2.939311594,4.8113,More,More
buysell_within2,42400,Female,21,3,Buyer,High,2.024116848,0.7468,More,More
buysell_within2,42400,Female,21,4,Buyer,Low,1.829461051,1.8511,More,More
buysell_within2,42400,Female,21,5,Buyer,High,3.573052536,2.0946,More,More
buysell_within2,42400,Female,21,6,Buyer,Medium,2.789923007,2.7998,More,More
buysell_within2,42400,Female,21,7,Buyer,High,3.25611413,7.1453,More,More
buysell_within2,42400,Female,21,8,Buyer,Medium,2.547576993,3.3723,More,More
buysell_within2,42400,Female,21,9,Buyer,Low,1.675792572,3.5215,More,More
buysell_within2,42400,Female,21,10,Seller,Medium,5,2.5439,More,More
buysell_within2,42400,Female,21,11,Seller,Low,4.018523551,1.7875,More,More
buysell_within2,42400,Female,21,12,Seller,High,4.87669837,1.0288,More,More
buysell_within2,42400,Female,21,13,Seller,Medium,5,2.7774,More,More
buysell_within2,42400,Female,21,14,Seller,High,4.989356884,2.7851,More,More
buysell_within2,42400,Female,21,15,Seller,Low,4.136707428,2.0466,More,More
buysell_within2,42400,Female,21,16,Seller,High,4.969995471,1.3524,More,More
buysell_within2,42400,Female,21,17,Seller,Low,3.230751812,3.5036,More,More
buysell_within2,42400,Female,21,18,Seller,Medium,4.885711051,1.8469,More,More
buysell_within2,42825,Female,21,1,Buyer,Low,1.016296296,11.1538,No Difference,More
buysell_within2,42825,Female,21,2,Buyer,Medium,1.492476852,3.7635,No Difference,More
buysell_within2,42825,Female,21,3,Buyer,High,1,3.3469,No Difference,More
buysell_within2,42825,Female,21,4,Buyer,Low,1.078912037,2.9965,No Difference,More
buysell_within2,42825,Female,21,5,Buyer,High,1.166412037,1.9451,No Difference,More
buysell_within2,42825,Female,21,6,Buyer,Medium,1.171944444,4.5964,No Difference,More
buysell_within2,42825,Female,21,7,Buyer,High,1.304768519,2.4126,No Difference,More
buysell_within2,42825,Female,21,8,Buyer,Medium,1.514305556,3.5141,No Difference,More
buysell_within2,42825,Female,21,9,Buyer,Low,1.159513889,4.1797,No Difference,More
buysell_within2,42825,Female,21,10,Seller,Medium,2.64837963,4.3964,No Difference,More
buysell_within2,42825,Female,21,11,Seller,Low,1.456990741,2.4963,No Difference,More
buysell_within2,42825,Female,21,12,Seller,High,1.673935185,2.3795,No Difference,More
buysell_within2,42825,Female,21,13,Seller,Medium,1.555347222,1.6807,No Difference,More
buysell_within2,42825,Female,21,14,Seller,High,1.648912037,3.5789,No Difference,More
buysell_within2,42825,Female,21,15,Seller,Low,1.262199074,3.2622,No Difference,More
buysell_within2,42825,Female,21,16,Seller,High,1.398194444,2.4462,No Difference,More
buysell_within2,42825,Female,21,17,Seller,Low,1.576574074,1.7482,No Difference,More
buysell_within2,42825,Female,21,18,Seller,Medium,1.863032407,7.8816,No Difference,More
buysell_within2,43393,Female,21,1,Buyer,Low,1.029876052,4.5998,More,More
buysell_within2,43393,Female,21,2,Buyer,Medium,1.465232304,4.9035,More,More
buysell_within2,43393,Female,21,3,Buyer,High,1.9799657,5.3028,More,More
buysell_within2,43393,Female,21,4,Buyer,Low,1,21.4559,More,More
buysell_within2,43393,Female,21,5,Buyer,High,1.969987527,3.6848,More,More
buysell_within2,43393,Female,21,6,Buyer,Medium,1.303028531,4.5556,More,More
buysell_within2,43393,Female,21,7,Buyer,High,1.435979888,6.1386,More,More
buysell_within2,43393,Female,21,8,Buyer,Medium,1,21.8352,More,More
buysell_within2,43393,Female,21,9,Buyer,Low,1,14.4851,More,More
buysell_within2,43393,Female,21,10,Seller,Medium,4.005515279,3.5869,More,More
buysell_within2,43393,Female,21,11,Seller,Low,2.994601653,2.2028,More,More
buysell_within2,43393,Female,21,12,Seller,High,4.44498363,2.3534,More,More
buysell_within2,43393,Female,21,13,Seller,Medium,4.019215778,2.2382,More,More
buysell_within2,43393,Female,21,14,Seller,High,5,11.4527,More,More
buysell_within2,43393,Female,21,15,Seller,Low,2.956949641,1.5204,More,More
buysell_within2,43393,Female,21,16,Seller,High,5,1.2023,More,More
buysell_within2,43393,Female,21,17,Seller,Low,2.991269099,0.654,More,More
buysell_within2,43393,Female,21,18,Seller,Medium,3.44515896,13.0319,More,More
buysell_within2,43457,Female,21,1,Buyer,Low,2.041975233,7.6334,No Difference,Less
buysell_within2,43457,Female,21,2,Buyer,Medium,2.501234643,3.1472,No Difference,Less
buysell_within2,43457,Female,21,3,Buyer,High,1.004938385,3.0349,No Difference,Less
buysell_within2,43457,Female,21,4,Buyer,Low,1.508642126,2.4964,No Difference,Less
buysell_within2,43457,Female,21,5,Buyer,High,1.765432099,3.919,No Difference,Less
buysell_within2,43457,Female,21,6,Buyer,Medium,2.170370596,6.8903,No Difference,Less
buysell_within2,43457,Female,21,7,Buyer,High,3.266666742,2.1353,No Difference,Less
buysell_within2,43457,Female,21,8,Buyer,Medium,4.007407483,5.9296,No Difference,Less
buysell_within2,43457,Female,21,9,Buyer,Low,3.192592668,7.4007,No Difference,Less
